Training RMSE,Training MSE,Test RMSE,Test MSE,Number of Inputs Node,Number of Hidden Node,Number of Epochs
0.3565814733203364,0.12715034711530177,0.33397347641689834,0.11153828294998853,6,2,1,
0.35631442216068493,0.12695996743970278,0.3336820568509227,0.11134371506426244,6,2,2,
0.3563598606769921,0.12699235030172523,0.33371314974077776,0.11136446630991075,6,2,3,
0.3564641458786233,0.12706668729697643,0.3338176303788848,0.11143421035177375,6,2,4,
0.35658940676692735,0.12715600501838917,0.33394943715076103,0.11152222657331008,6,2,5,
0.35672462155180434,0.12725245562127804,0.33409417303665895,0.11161891645704902,6,2,6,
0.35686550777517684,0.12735299063963482,0.33424603530046365,0.1117204121140788,6,2,7,
0.35701009395695715,0.12745620718715536,0.334402289193211,0.11182489101765995,6,2,8,
0.3571573633476795,0.12756138219346635,0.3345614987769956,0.11193139646390964,6,2,9,
0.3573067466106119,0.12766811117346002,0.3347228469358777,0.11203938426085902,6,2,10,
0.35745790414603784,0.12777615323647798,0.3348858382911809,0.11214852468798697,6,2,11,
0.3576106227512182,0.1278853575045141,0.33505015636560054,0.11225860728061338,6,2,12,
0.3577647625696551,0.1279956253365217,0.33521558958305275,0.11236949149951368,6,2,13,
0.35792022809862084,0.12810688968216877,0.3353819905553826,0.11248107958889074,6,2,14,
0.35807695150990904,0.12821910320262975,0.3355492525454407,0.11259330088380397,6,2,15,
0.35823488263322356,0.12833223113523948,0.33571729528302774,0.11270610235215163,6,2,16,
0.3583939827175556,0.12844624684815156,0.335886056110158,0.1128194426892362,6,2,17,
0.358554220422532,0.12856112898280964,0.33605548428353305,0.11293328851703993,6,2,18,
0.358715569172787,0.12867685956695654,0.33622553721177906,0.11304761187334943,6,2,19,
0.35887800537155795,0.12879342273946798,0.33639617791413656,0.11316238851523941,6,2,20,
0.35904150717109984,0.12891080387169493,0.33656737327094943,0.11327759675050662,6,2,21,
0.3592060536131333,0.1290289889523212,0.33673909279977016,0.1133932166196122,6,2,22,
0.3593716240209605,0.1291479641514626,0.3369113077879667,0.11350922931539803,6,2,23,
0.3595381975664894,0.12926771550935998,0.3370839906719249,0.11362561676731037,6,2,24,
0.3597057529613292,0.12938822871347677,0.3372571145899198,0.11374236134151831,6,2,25,
