Training RMSE,Training MSE,Test RMSE,Test MSE,Number of Inputs Node,Number of Hidden Node,Number of Epochs
0.273480632,0.074791656,0.244263566,0.05966469,6,4,1
0.273437408,0.074768016,0.244216309,0.059641606,6,4,2
0.273538626,0.07482338,0.244365693,0.059714592,6,4,3
0.273669316,0.074894894,0.244559982,0.059809585,6,4,4
0.273810067,0.074971953,0.244770963,0.059912824,6,4,5
0.273955082,0.075051387,0.244989813,0.060020008,6,4,6
0.274102083,0.075131952,0.245212974,0.060129403,6,4,7
0.274250021,0.075213074,0.24543877,0.06024019,6,4,8
0.274398355,0.075294457,0.245666319,0.06035194,6,4,9
0.274546793,0.075375942,0.245895123,0.060464412,6,4,10
0.274695167,0.075457435,0.246124882,0.060577458,6,4,11
0.274843383,0.075538885,0.246355406,0.060690986,6,4,12
0.274991388,0.075620263,0.246586572,0.060804938,6,4,13
0.275139159,0.075701557,0.246818298,0.060919272,6,4,14
0.275286689,0.075782761,0.247050527,0.061033963,6,4,15
0.275433984,0.07586388,0.247283221,0.061148991,6,4,16
0.275581061,0.075944921,0.247516353,0.061264345,6,4,17
0.275727942,0.076025898,0.247749906,0.061380016,6,4,18
0.275874652,0.076106823,0.247983869,0.061495999,6,4,19
0.276021222,0.076187715,0.248218234,0.061612292,6,4,20
0.276167686,0.076268591,0.248452998,0.061728892,6,4,21
0.276314077,0.076349469,0.24868816,0.061845801,6,4,22
0.276460433,0.076430371,0.248923721,0.061963019,6,4,23
0.276606791,0.076511317,0.249159685,0.062080548,6,4,24
0.276753188,0.076592327,0.249396054,0.062198392,6,4,25
0.276899663,0.076673423,0.249632836,0.062316553,6,4,26
0.277046253,0.076754626,0.249870034,0.062435034,6,4,27
0.277192997,0.076835958,0.250107656,0.06255384,6,4,28
0.277339932,0.076917438,0.250345709,0.062672974,6,4,29
0.277487094,0.076999087,0.2505842,0.062792441,6,4,30
0.277634519,0.077080926,0.250823136,0.062912246,6,4,31
0.277782242,0.077162974,0.251062526,0.063032392,6,4,32
0.277930297,0.07724525,0.251302377,0.063152885,6,4,33
0.278078716,0.077327772,0.251542697,0.063273729,6,4,34
0.278227531,0.077410559,0.251783495,0.063394928,6,4,35
0.278376771,0.077493627,0.252024777,0.063516488,6,4,36
0.278526466,0.077576992,0.252266553,0.063638414,6,4,37
0.278676643,0.077660672,0.252508828,0.063760708,6,4,38
0.278827328,0.077744679,0.252751613,0.063883378,6,4,39
0.278978546,0.077829029,0.252994912,0.064006426,6,4,40
0.27913032,0.077913736,0.253238735,0.064129857,6,4,41
0.279282672,0.077998811,0.253483087,0.064253675,6,4,42
0.279435621,0.078084267,0.253727976,0.064377886,6,4,43
0.279589189,0.078170114,0.253973408,0.064502492,6,4,44
0.279743391,0.078256365,0.254219389,0.064627498,6,4,45
0.279898245,0.078343028,0.254465925,0.064752907,6,4,46
0.280053766,0.078430112,0.254713023,0.064878724,6,4,47
0.280209968,0.078517626,0.254960686,0.065004951,6,4,48
0.280366864,0.078605579,0.255208921,0.065131593,6,4,49
0.280524466,0.078693976,0.255457732,0.065258653,6,4,50
0.280682784,0.078782825,0.255707123,0.065386133,6,4,51
0.280841827,0.078872132,0.255957099,0.065514037,6,4,52
0.281001605,0.078961902,0.256207663,0.065642367,6,4,53
0.281162124,0.07905214,0.256458819,0.065771126,6,4,54
0.281323392,0.079142851,0.256710569,0.065900316,6,4,55
0.281485414,0.079234038,0.256962916,0.06602994,6,4,56
0.281648195,0.079325706,0.257215863,0.06616,6,4,57
0.281811738,0.079417856,0.257469411,0.066290497,6,4,58
0.281976048,0.079510492,0.257723561,0.066421434,6,4,59
0.282141127,0.079603616,0.257978316,0.066552811,6,4,60
0.282306976,0.079697229,0.258233675,0.066684631,6,4,61
0.282473597,0.079791333,0.258489639,0.066816893,6,4,62
0.282640989,0.079885929,0.258746208,0.0669496,6,4,63
0.282809153,0.079981017,0.259003382,0.067082752,6,4,64
0.282978088,0.080076598,0.259261159,0.067216349,6,4,65
0.283147792,0.080172672,0.259519539,0.067350391,6,4,66
0.283318264,0.080269238,0.25977852,0.06748488,6,4,67
0.2834895,0.080366297,0.2600381,0.067619814,6,4,68
0.283661498,0.080463845,0.260298277,0.067755193,6,4,69
0.283834254,0.080561884,0.260559048,0.067891017,6,4,70
0.284007765,0.080660411,0.260820409,0.068027286,6,4,71
0.284182025,0.080759423,0.261082358,0.068163998,6,4,72
0.28435703,0.080858921,0.26134489,0.068301151,6,4,73
0.284532774,0.0809589,0.261608001,0.068438746,6,4,74
0.284709252,0.081059358,0.261871687,0.06857678,6,4,75
0.284886458,0.081160294,0.262135942,0.068715252,6,4,76
0.285064384,0.081261703,0.262400761,0.06885416,6,4,77
0.285243024,0.081363583,0.262666139,0.068993501,6,4,78
0.285422371,0.08146593,0.262932069,0.069133273,6,4,79
0.285602416,0.08156874,0.263198545,0.069273474,6,4,80
0.285783153,0.081672011,0.26346556,0.069414101,6,4,81
0.285964573,0.081775737,0.263733107,0.069555151,6,4,82
0.286146667,0.081879915,0.264001178,0.069696622,6,4,83
0.286329426,0.08198454,0.264269766,0.069838509,6,4,84
0.286512841,0.082089608,0.264538862,0.06998081,6,4,85
0.286696904,0.082195115,0.264808459,0.07012352,6,4,86
0.286881604,0.082301055,0.265078547,0.070266636,6,4,87
0.287066931,0.082407423,0.265349118,0.070410154,6,4,88
0.287252876,0.082514215,0.265620162,0.07055407,6,4,89
0.287439427,0.082621424,0.265891669,0.07069838,6,4,90
0.287626576,0.082729047,0.266163631,0.070843078,6,4,91
0.28781431,0.082837077,0.266436035,0.070988161,6,4,92
0.28800262,0.082945509,0.266708874,0.071133623,6,4,93
0.288191494,0.083054337,0.266982135,0.07127946,6,4,94
0.288380921,0.083163556,0.267255808,0.071425667,6,4,95
0.28857089,0.083273159,0.267529882,0.071572238,6,4,96
0.28876139,0.08338314,0.267804345,0.071719167,6,4,97
0.288952408,0.083493494,0.268079186,0.07186645,6,4,98
0.289143935,0.083604215,0.268354394,0.072014081,6,4,99
0.289335957,0.083715296,0.268629957,0.072162054,6,4,100
0.289528463,0.083826731,0.268905862,0.072310363,6,4,101
0.289721442,0.083938514,0.269182097,0.072459002,6,4,102
0.289914881,0.084050638,0.269458651,0.072607964,6,4,103
0.29010877,0.084163098,0.26973551,0.072757245,6,4,104
0.290303095,0.084275887,0.270012661,0.072906837,6,4,105
0.290497845,0.084388998,0.270290092,0.073056734,6,4,106
0.290693008,0.084502425,0.270567791,0.073206929,6,4,107
0.290888573,0.084616162,0.270845743,0.073357417,6,4,108
0.291084527,0.084730202,0.271123937,0.073508189,6,4,109
0.291280858,0.084844538,0.271402357,0.07365924,6,4,110
0.291477555,0.084959165,0.271680992,0.073810562,6,4,111
0.291674606,0.085074076,0.271959828,0.073962148,6,4,112
0.291871998,0.085189263,0.272238851,0.074113992,6,4,113
0.292069722,0.085304722,0.272518048,0.074266086,6,4,114
0.292267764,0.085420446,0.272797404,0.074418424,6,4,115
0.292466113,0.085536427,0.273076907,0.074570997,6,4,116
0.292664757,0.08565266,0.273356543,0.074723799,6,4,117
0.292863686,0.085769139,0.273636297,0.074876823,6,4,118
0.293062888,0.085885856,0.273916156,0.075030061,6,4,119
0.293262352,0.086002807,0.274196107,0.075183505,6,4,120
0.293462066,0.086119984,0.274476135,0.075337149,6,4,121
0.293662019,0.086237381,0.274756226,0.075490984,6,4,122
0.293862201,0.086354993,0.275036367,0.075645003,6,4,123
0.294062601,0.086472813,0.275316543,0.075799199,6,4,124
0.294263207,0.086590835,0.275596741,0.075953564,6,4,125
0.29446401,0.086709053,0.275876947,0.07610809,6,4,126
0.294664999,0.086827462,0.276157148,0.07626277,6,4,127
0.294866163,0.086946054,0.276437328,0.076417596,6,4,128
0.295067493,0.087064825,0.276717475,0.076572561,6,4,129
0.295268978,0.087183769,0.276997575,0.076727656,6,4,130
0.295470608,0.08730288,0.277277613,0.076882875,6,4,131
0.295672373,0.087422152,0.277557577,0.077038209,6,4,132
0.295874264,0.08754158,0.277837453,0.07719365,6,4,133
0.296076271,0.087661158,0.278117227,0.077349192,6,4,134
0.296278385,0.087780881,0.278396885,0.077504826,6,4,135
0.296480596,0.087900744,0.278676414,0.077660544,6,4,136
0.296682895,0.08802074,0.278955801,0.077816339,6,4,137
0.296885274,0.088140866,0.279235033,0.077972203,6,4,138
0.297087722,0.088261115,0.279514095,0.078128129,6,4,139
0.297290233,0.088381482,0.279792975,0.078284109,6,4,140
0.297492796,0.088501963,0.28007166,0.078440135,6,4,141
0.297695403,0.088622553,0.280350136,0.078596199,6,4,142
0.297898046,0.088743246,0.280628392,0.078752294,6,4,143
0.298100718,0.088864038,0.280906413,0.078908413,6,4,144
0.298303409,0.088984924,0.281184187,0.079064547,6,4,145
0.298506112,0.089105899,0.281461701,0.079220689,6,4,146
0.298708819,0.089226958,0.281738943,0.079376832,6,4,147
0.298911522,0.089348098,0.2820159,0.079532968,6,4,148
0.299114214,0.089469313,0.28229256,0.079689089,6,4,149
0.299316887,0.089590599,0.28256891,0.079845189,6,4,150
0.299519534,0.089711951,0.282844939,0.080001259,6,4,151
0.299722148,0.089833366,0.283120634,0.080157293,6,4,152
0.299924722,0.089954839,0.283395982,0.080313283,6,4,153
0.300127249,0.090076365,0.283670973,0.080469221,6,4,154
0.300329721,0.090197942,0.283945594,0.080625101,6,4,155
0.300532133,0.090319563,0.284219834,0.080780914,6,4,156
0.300734478,0.090441226,0.284493681,0.080936655,6,4,157
0.300936749,0.090562927,0.284767124,0.081092315,6,4,158
0.301138939,0.090684661,0.285040151,0.081247888,6,4,159
0.301341043,0.090806424,0.285312751,0.081403366,6,4,160
0.301543054,0.090928214,0.285584913,0.081558743,6,4,161
0.301744967,0.091050025,0.285856626,0.081714011,6,4,162
0.301946775,0.091171855,0.286127879,0.081869163,6,4,163
0.302148472,0.091293699,0.286398662,0.082024193,6,4,164
0.302350053,0.091415554,0.286668963,0.082179094,6,4,165
0.302551511,0.091537417,0.286938772,0.082333859,6,4,166
0.302752842,0.091659283,0.287208079,0.082488481,6,4,167
0.302954039,0.09178115,0.287476874,0.082642953,6,4,168
0.303155098,0.091903013,0.287745145,0.082797269,6,4,169
0.303356012,0.09202487,0.288012885,0.082951422,6,4,170
0.303556777,0.092146717,0.288280081,0.083105405,6,4,171
0.303757388,0.092268551,0.288546726,0.083259213,6,4,172
0.303957838,0.092390367,0.288812808,0.083412838,6,4,173
0.304158124,0.092512164,0.289078319,0.083566274,6,4,174
0.304358239,0.092633938,0.289343249,0.083719516,6,4,175
0.30455818,0.092755685,0.289607589,0.083872555,6,4,176
0.304757941,0.092877403,0.289871329,0.084025388,6,4,177
0.304957517,0.092999087,0.290134462,0.084178006,6,4,178
0.305156904,0.093120736,0.290396977,0.084330404,6,4,179
0.305356097,0.093242346,0.290658866,0.084482577,6,4,180
0.305555091,0.093363914,0.290920121,0.084634517,6,4,181
0.305753882,0.093485436,0.291180733,0.084786219,6,4,182
0.305952464,0.09360691,0.291440694,0.084937678,6,4,183
0.306150834,0.093728333,0.291699995,0.085088887,6,4,184
0.306348988,0.093849702,0.291958628,0.085239841,6,4,185
0.30654692,0.093971014,0.292216586,0.085390533,6,4,186
0.306744626,0.094092265,0.292473861,0.085540959,6,4,187
0.306942102,0.094213454,0.292730444,0.085691113,6,4,188
0.307139344,0.094334577,0.292986329,0.085840989,6,4,189
0.307336347,0.09445563,0.293241508,0.085990582,6,4,190
0.307533108,0.094576612,0.293495973,0.086139886,6,4,191
0.307729621,0.09469752,0.293749718,0.086288897,6,4,192
0.307925883,0.09481835,0.294002735,0.086437608,6,4,193
0.30812189,0.094939099,0.294255018,0.086586016,6,4,194
0.308317638,0.095059766,0.294506559,0.086734114,6,4,195
0.308513123,0.095180347,0.294757353,0.086881897,6,4,196
0.30870834,0.095300839,0.295007393,0.087029362,6,4,197
0.308903285,0.09542124,0.295256671,0.087176502,6,4,198
0.309097956,0.095541546,0.295505183,0.087323313,6,4,199
0.309292347,0.095661756,0.295752922,0.087469791,6,4,200
0.309486455,0.095781866,0.295999881,0.08761593,6,4,201
0.309680277,0.095901874,0.296246056,0.087761726,6,4,202
0.309873807,0.096021776,0.29649144,0.087907174,6,4,203
0.310067043,0.096141571,0.296736028,0.08805227,6,4,204
0.310259981,0.096261256,0.296979814,0.08819701,6,4,205
0.310452616,0.096380827,0.297222793,0.088341389,6,4,206
0.310644946,0.096500282,0.29746496,0.088485402,6,4,207
0.310836966,0.096619619,0.29770631,0.088629047,6,4,208
0.311028673,0.096738835,0.297946838,0.088772318,6,4,209
0.311220063,0.096857928,0.298186538,0.088915212,6,4,210
0.311411133,0.096976894,0.298425408,0.089057724,6,4,211
0.311601879,0.097095731,0.298663441,0.089199851,6,4,212
0.311792297,0.097214437,0.298900633,0.089341588,6,4,213
0.311982385,0.097333008,0.299136981,0.089482933,6,4,214
0.312172138,0.097451444,0.299372479,0.089623881,6,4,215
0.312361553,0.09756974,0.299607125,0.089764429,6,4,216
0.312550626,0.097687894,0.299840913,0.089904573,6,4,217
0.312739355,0.097805904,0.300073841,0.09004431,6,4,218
0.312927735,0.097923767,0.300305904,0.090183636,6,4,219
0.313115764,0.098041482,0.300537099,0.090322548,6,4,220
0.313303438,0.098159044,0.300767423,0.090461043,6,4,221
0.313490754,0.098276453,0.300996873,0.090599117,6,4,222
0.313677709,0.098393705,0.301225444,0.090736768,6,4,223
0.313864299,0.098510798,0.301453135,0.090873992,6,4,224
0.314050521,0.09862773,0.301679942,0.091010787,6,4,225
0.314236373,0.098744498,0.301905862,0.091147149,6,4,226
0.31442185,0.0988611,0.302130893,0.091283076,6,4,227
0.31460695,0.098977533,0.302355032,0.091418565,6,4,228
0.314791671,0.099093796,0.302578277,0.091553614,6,4,229
0.314976008,0.099209886,0.302800625,0.091688219,6,4,230
0.315159959,0.0993258,0.303022075,0.091822378,6,4,231
0.315343521,0.099441536,0.303242623,0.091956089,6,4,232
0.315526691,0.099557093,0.303462269,0.092089349,6,4,233
0.315709467,0.099672467,0.30368101,0.092222156,6,4,234
0.315891845,0.099787657,0.303898844,0.092354508,6,4,235
0.316073822,0.099902661,0.304115771,0.092486402,6,4,236
0.316255397,0.100017476,0.304331787,0.092617837,6,4,237
0.316436566,0.1001321,0.304546893,0.09274881,6,4,238
0.316617326,0.100246531,0.304761086,0.092879319,6,4,239
0.316797676,0.100360767,0.304974365,0.093009363,6,4,240
0.316977612,0.100474806,0.30518673,0.09313894,6,4,241
0.317157132,0.100588646,0.305398179,0.093268047,6,4,242
0.317336233,0.100702285,0.305608711,0.093396684,6,4,243
0.317514914,0.10081572,0.305818326,0.093524848,6,4,244
0.317693171,0.100928951,0.306027023,0.093652539,6,4,245
0.317871003,0.101041974,0.306234801,0.093779753,6,4,246
0.318048406,0.101154789,0.30644166,0.093906491,6,4,247
0.31822538,0.101267392,0.3066476,0.09403275,6,4,248
0.318401921,0.101379783,0.306852619,0.09415853,6,4,249
0.318578028,0.10149196,0.307056719,0.094283829,6,4,250
0.318753698,0.10160392,0.307259899,0.094408645,6,4,251
0.318928929,0.101715662,0.307462158,0.094532979,6,4,252
0.31910372,0.101827184,0.307663498,0.094656828,6,4,253
0.319278068,0.101938485,0.307863918,0.094780192,6,4,254
0.319451972,0.102049563,0.308063418,0.09490307,6,4,255
0.31962543,0.102160415,0.308261999,0.09502546,6,4,256
0.319798439,0.102271041,0.308459662,0.095147363,6,4,257
0.319970998,0.10238144,0.308656406,0.095268777,6,4,258
0.320143106,0.102491608,0.308852233,0.095389702,6,4,259
0.32031476,0.102601546,0.309047143,0.095510137,6,4,260
0.32048596,0.10271125,0.309241137,0.095630081,6,4,261
0.320656703,0.102820721,0.309434216,0.095749534,6,4,262
0.320826988,0.102929956,0.309626381,0.095868496,6,4,263
0.320996813,0.103038954,0.309817632,0.095986965,6,4,264
0.321166178,0.103147714,0.310007972,0.096104943,6,4,265
0.321335081,0.103256234,0.310197401,0.096222428,6,4,266
0.32150352,0.103364513,0.31038592,0.096339419,6,4,267
0.321671495,0.10347255,0.310573531,0.096455918,6,4,268
0.321839003,0.103580344,0.310760236,0.096571924,6,4,269
0.322006044,0.103687893,0.310946035,0.096687437,6,4,270
0.322172618,0.103795195,0.31113093,0.096802456,6,4,271
0.322338721,0.103902251,0.311314923,0.096916981,6,4,272
