@relation LibraAnalysisProcessed

@attribute 'PRIMARY KEY' numeric
@attribute CourtName {Barkingside,Bexley,'Brighton and Hove',Bromley,'Camberwell Green',Chelmsford,'City of London',Croydon,Stratford,Thames,Tottenham,Westminster,Basildon,Canterbury,Chichester,Crawley,'East Berkshire',Feltham,Guildford,Haringey,Horsham,'Lavender Hill',Maidenhead,Newbury,Norwich,Reading,Southend,Willesden,Cambridge,Dartford,Hammersmith,Hatfield,Hendon,Hertford,Highbury,Highgate,Margate,Romford,Sevenoaks,Uxbridge,'Wood Green',Ealing,Folkestone,Maidstone,Medway,'Milton Keynes','North East Suffolk',Oxford,'St Albans','West Suffolk','East Hertfordshire',Eastbourne,'Luton and South Bedfordshire','West Norfolk',Wimbledon,Aylesbury,Bournemouth,Colchester,Ipswich,Lewes,Worthing,Bedford,'East Dorset',Harrow,Hastings,Peterborough,Redhill,Stevenage,Weymouth,Staines,Slough,Luton,Greenwich,'Kingston Upon Thames',Lowestoft,Southwark,Havering,Winchester,'Haywards Heath',Watford,Huntingdon,Hampshire,Southampton,Basingstoke,'Highbury Corner',Dover,Portsmouth,Woolwich,Bracknell,'Reading ','Staines ','Waltham Forest ','Westminster ','Bury St Edmunds','Lavendar Hill',Kingston-upon-Thames,'South East Suffolk','West Hampshire',Fareham,'South East Essex',Southwalk,'Ealing '}
@attribute Area {B,H,L,A,London}
@attribute CourtDate {07/11/2012,06/11/2012,08/11/2012,05/11/2012,12/11/2012,09/11/2012,02/11/2012,10/11/2012,13/11/2012,29/10/2012,04/10/2012,14/11/2012,15/11/2012,30/10/2012,16/11/2012,19/11/2012,17/11/2012,20/11/2012,21/11/2012,28/09/2012,22/11/2012,23/11/2012,24/11/2012,26/10/2012,26/11/2012,27/11/2012,28/11/2012,29/11/2012,30/11/2012,01/12/2012,03/12/2012,04/12/2012,20/10/2012,03/11/2012,05/12/2012,06/12/2012,07/12/2012,10/12/2012,08/12/2012,11/12/2012,12/12/2012,13/12/2012,14/12/2012,17/12/2012,15/12/2012,18/12/2012,19/12/2012,20/12/2012,21/12/2012,24/12/2012,27/12/2012,22/12/2012,26/12/2012,28/12/2012,29/12/2012,02/01/2013,31/12/2012,03/01/2013,04/01/2013,01/01/2013,07/01/2013,08/01/2013,09/01/2013,10/01/2013,14/01/2013,11/01/2013,12/01/2013,15/01/2013,16/01/2013,18/01/2013,17/01/2013,21/01/2013,19/01/2013,22/01/2013,23/01/2013,24/01/2013,25/01/2013,28/01/2013,29/01/2013,30/01/2013,26/01/2013,31/01/2013,01/02/2013,04/02/2013,05/02/2013,02/02/2013,06/02/2013,07/02/2013}
@attribute DayOfHearing {Wednesday,Tuesday,Thursday,Monday,Friday,Saturday}
@attribute DatePrinted {12/11/2012,13/11/2012,14/11/2012,15/11/2012,16/11/2012,19/11/2012,20/11/2012,21/11/2012,22/11/2012,23/11/2012,26/11/2012,27/11/2012,28/11/2012,29/11/2012,30/11/2012,03/12/2012,04/12/2012,05/12/2012,06/12/2012,07/12/2012,10/12/2012,11/12/2012,12/12/2012,13/12/2012,14/12/2012,17/12/2012,18/12/2012,19/12/2012,20/12/2012,21/12/2012,27/12/2012,28/12/2012,31/12/2012,02/01/2013,03/01/2013,04/01/2013,07/01/2013,08/01/2013,09/01/2013,10/01/2013,11/01/2013,14/01/2013,15/01/2013,16/01/2013,17/01/2013,18/01/2013,21/01/2013,22/01/2013,23/01/2013,24/01/2013,25/01/2013,28/01/2013,29/01/2013,30/01/2013,31/01/2013,01/02/2013,04/02/2013,05/02/2013,06/02/2013,07/02/2013,08/02/2013,11/02/2013,28-Dec}
@attribute DayPrinted {Monday,Tuesday,Wednesday,Thursday,Friday}
@attribute 'DateDifference(Hearing to Result)' numeric
@attribute ResultType {Adjournment,'Bail conditions',Result,Warrant,'Non Rec','Bail condition','bail condition','Non rec result','Bail Conditions','Non-rec Result','Bail Con',Results,'Bail Cons','Non Rec Result'}
@attribute DateOfPreviousCheck {09/11/2012,Null,12/11/2012,06/11/2012,13/11/2012,08/11/2012,14/11/2012,15/11/2012,16/11/2012,19/11/2012,20/11/2012,21/11/2012,22/11/2012,23/11/2012,26/11/2012,27/11/2012,28/11/2012,29/11/2012,30/11/2012,01/12/2012,03/12/2012,02/01/2013,04/12/2012,05/12/2012,06/12/2012,07/12/2012,10/12/2012,11/12/2012,12/12/2012,13/12/2012,14/12/2012,17/12/2012,18/12/2012,19/12/2012,20/12/2012,24/12/2012,21/12/2012,27/12/2012,28/12/2012,31/12/2012,03/01/2013,04/01/2013,07/01/2013,08/01/2013,09/01/2013,10/01/2013,11/01/2013,14/01/2013,15/01/2013,16/01/2013,17/01/2013,18/01/2013,21/01/2013,22/01/2013,23/01/2013,24/01/2013,25/01/2013,28/01/2013,29/01/2013,30/01/2013,31/01/2013,01/02/2013,04/02/2013,05/02/2013,06/02/2013,07/02/2013,08/02/2013}
@attribute TimeOfPreviousCheck {08:40,09:40,09:00,08:50,Null,08:36,13:00,08:46,09:39,09:36,09:56,09:14,09:21,09:37,08:38,08:51,08:57,07:52,09:26,12:00,10:20,13:36,09:03,10:00,09:49,09:18,09:28,10:16,10:39,08:39,10:15,10:19,10:22,10:51,09:10,11:40,12:06,14:34,14:35,11:48,11:37,10:59,09:23,10:41,11:02,10:45,10:25,10:56,11:58,11:59,11:08,10:10,11:30,11:29,11:45,10:04,10:28,07:25,09:15,11:52,10:05,11:05,09:47,08:29,10:49,11:27,08:47,08:26,10:32,11:01,10:17,13:03,09:19,08:16,09:57,08:17,08:54,11:00,09:20,09:05,14:53,09:33,10:30,10:42,11:46,09:58,12:10,13:12,10:57,10:44,10:43,13:40,12:19,11:50,11:21,09:53,12:03,11:34,12:21,10:52,09:13,12:43,09:43,10:08,12:36,11:28,13:14,08:08,12:59,08:34,10:18,08:22,08:15,07:59,10:01,11:25,12:34,11:06,08:13,15:33,11:23,10:24,09:16,08:58,09:31,09:29,12:44,15:06,11:35,07:45,07:44,13:29,13:54,14:21,07:24,07:32,10:03,11:43,09:41,16:24,09:11,09:06,10:55,10:48,11:07,08:18,10:09,11:56,12:33,12:25,08:27,08:24,10:40,08:32,09:24,08:55,09:07,10:46,09:08,12:02,12:46,09:04,09:34,09:22,08:49,08:45,08:44,11:10,10:26,11:09,10:54,10:11,11:42,10:35,08:52,11:26,07:40,11:51,09:59,12:14,04:04,07:55,11:22,02:24,09:52,10:27,09:51,09:02,09:55,09:01,12:45,12:13,08:41,07:38,08:04,08:02,08:05,14:05,07:21,07:41,08:43,08:53,11:24,09:44,09:35,09:32,08:48,14:52,10.0,07:56,07:58,07:57,09:25,08:31}
@attribute DayOfPreviousCheck {Friday,Null,Monday,Tuesday,Thursday,Wednesday,Saturday}
@attribute 'AM/PM ofPreviousCheck' {AM,Null,PM}
@attribute BestPredictedDate {10/11/2012,12/11/2012,13/11/2012,Unknown,14/11/2012,15/11/2012,16/11/2012,17/11/2012,20/11/2012,19/11/2012,21/11/2012,22/11/2012,24/11/2012,26/11/2012,23/11/2012,27/11/2012,28/11/2012,29/11/2012,30/11/2012,01/12/2012,03/12/2012,04/12/2012,05/12/2012,06/12/2012,08/12/2012,10/12/2012,11/12/2012,12/12/2012,13/12/2012,14/12/2012,15/12/2012,17/12/2012,18/12/2012,19/12/2012,20/12/2012,22/12/2012,26/12/2012,27/12/2012,28/12/2012,29/12/2012,31/12/2012,01/01/2013,03/01/2013,02/01/2013,05/01/2013,07/01/2013,04/01/2013,08/01/2013,09/01/2013,10/01/2013,12/01/2013,11/01/2013,15/01/2013,14/01/2013,16/01/2013,17/01/2013,19/01/2013,18/01/2013,21/01/2013,22/01/2013,23/01/2013,24/01/2013,25/01/2013,26/01/2013,28/01/2013,29/01/2013,30/01/2013,31/01/2013,02/02/2013,04/02/2013,05/02/2013,06/02/2013,07/02/2013,09/02/2013}
@attribute BestPredAM/PM {AM,PM,Unknown}
@attribute BestPredDay {Saturday,Monday,Tuesday,Unknown,Wednesday,Thursday,Friday}
@attribute 'DateDif between PrintingAndLastCheck' {3.0,NotCheckedBefore,1.0,7.0,2.0,5.0,6.0,4.0,29.0,8.0,11.0,0.0,69.0}

@data
836,Chelmsford,B,30/11/2012,Friday,04/12/2012,Tuesday,4,Result,Null,Null,Null,Null,03/12/2012,PM,Monday,NotCheckedBefore
837,Croydon,H,29/11/2012,Thursday,04/12/2012,Tuesday,5,Result,Null,Null,Null,Null,03/12/2012,PM,Monday,NotCheckedBefore
838,Croydon,H,29/11/2012,Thursday,04/12/2012,Tuesday,5,Result,Null,Null,Null,Null,03/12/2012,PM,Monday,NotCheckedBefore
839,Croydon,H,30/11/2012,Friday,04/12/2012,Tuesday,4,Result,03/12/2012,14:53,Monday,PM,04/12/2012,AM,Tuesday,1.0
840,Croydon,H,30/11/2012,Friday,04/12/2012,Tuesday,4,Result,03/12/2012,14:53,Monday,PM,04/12/2012,AM,Tuesday,1.0
841,Croydon,H,30/11/2012,Friday,04/12/2012,Tuesday,4,Result,Null,Null,Null,Null,03/12/2012,PM,Monday,NotCheckedBefore
842,Croydon,H,30/11/2012,Friday,04/12/2012,Tuesday,4,Warrant,Null,Null,Null,Null,03/12/2012,PM,Monday,NotCheckedBefore
843,Croydon,H,30/11/2012,Friday,04/12/2012,Tuesday,4,Adjournment,Null,Null,Null,Null,03/12/2012,PM,Monday,NotCheckedBefore
844,Croydon,H,30/11/2012,Friday,04/12/2012,Tuesday,4,Adjournment,Null,Null,Null,Null,03/12/2012,PM,Monday,NotCheckedBefore
845,Croydon,H,30/11/2012,Friday,04/12/2012,Tuesday,4,Adjournment,Null,Null,Null,Null,03/12/2012,PM,Monday,NotCheckedBefore
846,Hammersmith,L,30/11/2012,Friday,04/12/2012,Tuesday,4,Warrant,Null,Null,Null,Null,03/12/2012,PM,Monday,NotCheckedBefore
847,'Lavender Hill',H,30/11/2012,Friday,04/12/2012,Tuesday,4,Result,Null,Null,Null,Null,03/12/2012,PM,Monday,NotCheckedBefore
848,'Lavender Hill',H,30/11/2012,Friday,04/12/2012,Tuesday,4,Adjournment,Null,Null,Null,Null,03/12/2012,PM,Monday,NotCheckedBefore
849,'Lavender Hill',H,30/11/2012,Friday,04/12/2012,Tuesday,4,Adjournment,Null,Null,Null,Null,03/12/2012,PM,Monday,NotCheckedBefore
850,Lowestoft,B,29/11/2012,Thursday,04/12/2012,Tuesday,5,Result,Null,Null,Null,Null,03/12/2012,PM,Monday,NotCheckedBefore
851,Oxford,B,29/11/2012,Thursday,04/12/2012,Tuesday,5,Adjournment,Null,Null,Null,Null,03/12/2012,PM,Monday,NotCheckedBefore
852,Peterborough,B,28/11/2012,Wednesday,04/12/2012,Tuesday,6,Adjournment,02/01/2013,09:33,Wednesday,AM,Unknown,Unknown,Unknown,29.0
853,Reading,B,28/11/2012,Wednesday,04/12/2012,Tuesday,6,Adjournment,Null,Null,Null,Null,03/12/2012,PM,Monday,NotCheckedBefore
854,Reading,B,29/11/2012,Thursday,04/12/2012,Tuesday,5,Result,Null,Null,Null,Null,03/12/2012,PM,Monday,NotCheckedBefore
855,Reading,B,30/11/2012,Friday,04/12/2012,Tuesday,4,Result,Null,Null,Null,Null,03/12/2012,PM,Monday,NotCheckedBefore
856,Romford,B,29/11/2012,Thursday,04/12/2012,Tuesday,5,Adjournment,Null,Null,Null,Null,03/12/2012,PM,Monday,NotCheckedBefore
857,Romford,B,29/11/2012,Thursday,04/12/2012,Tuesday,5,Result,Null,Null,Null,Null,03/12/2012,PM,Monday,NotCheckedBefore
858,Slough,B,03/12/2012,Monday,04/12/2012,Tuesday,1,Adjournment,Null,Null,Null,Null,04/12/2012,AM,Tuesday,NotCheckedBefore
859,Southend,B,29/11/2012,Thursday,04/12/2012,Tuesday,5,Adjournment,03/12/2012,09:05,Monday,AM,03/12/2012,PM,Monday,1.0
860,Southwark,L,30/11/2012,Friday,04/12/2012,Tuesday,4,Adjournment,Null,Null,Null,Null,03/12/2012,PM,Monday,NotCheckedBefore
861,Thames,L,30/11/2012,Friday,04/12/2012,Tuesday,4,Adjournment,03/12/2012,14:53,Monday,PM,04/12/2012,AM,Tuesday,1.0
862,Thames,L,30/11/2012,Friday,04/12/2012,Tuesday,4,Result,03/12/2012,14:53,Monday,PM,04/12/2012,AM,Tuesday,1.0
863,Thames,B,30/11/2012,Friday,04/12/2012,Tuesday,4,Result,03/12/2012,14:53,Monday,PM,04/12/2012,AM,Tuesday,1.0
864,Uxbridge,B,29/11/2012,Thursday,04/12/2012,Tuesday,5,Adjournment,Null,Null,Null,Null,03/12/2012,PM,Monday,NotCheckedBefore
865,Uxbridge,L,29/11/2012,Thursday,04/12/2012,Tuesday,5,Result,Null,Null,Null,Null,03/12/2012,PM,Monday,NotCheckedBefore
866,Uxbridge,B,29/11/2012,Thursday,04/12/2012,Tuesday,5,Result,Null,Null,Null,Null,03/12/2012,PM,Monday,NotCheckedBefore
867,Westminster,H,29/11/2012,Thursday,04/12/2012,Tuesday,5,Adjournment,03/12/2012,10:30,Monday,AM,03/12/2012,PM,Monday,1.0
868,Westminster,L,29/11/2012,Thursday,04/12/2012,Tuesday,5,Adjournment,03/12/2012,10:30,Monday,AM,03/12/2012,PM,Monday,1.0
869,Westminster,L,29/11/2012,Thursday,04/12/2012,Tuesday,5,Adjournment,03/12/2012,10:30,Monday,AM,03/12/2012,PM,Monday,1.0
870,Westminster,L,29/11/2012,Thursday,04/12/2012,Tuesday,5,Adjournment,03/12/2012,10:30,Monday,AM,03/12/2012,PM,Monday,1.0
871,Westminster,H,29/11/2012,Thursday,04/12/2012,Tuesday,5,Adjournment,03/12/2012,10:30,Monday,AM,03/12/2012,PM,Monday,1.0
872,Westminster,B,29/11/2012,Thursday,04/12/2012,Tuesday,5,Result,03/12/2012,10:30,Monday,AM,03/12/2012,PM,Monday,1.0
873,Westminster,H,29/11/2012,Thursday,04/12/2012,Tuesday,5,Result,03/12/2012,10:30,Monday,AM,03/12/2012,PM,Monday,1.0
874,Westminster,B,29/11/2012,Thursday,04/12/2012,Tuesday,5,Result,03/12/2012,10:30,Monday,AM,03/12/2012,PM,Monday,1.0
875,Westminster,H,29/11/2012,Thursday,04/12/2012,Tuesday,5,Result,03/12/2012,10:30,Monday,AM,03/12/2012,PM,Monday,1.0
876,Westminster,H,29/11/2012,Thursday,04/12/2012,Tuesday,5,'Bail conditions',03/12/2012,10:30,Monday,AM,03/12/2012,PM,Monday,1.0
877,Westminster,L,29/11/2012,Thursday,04/12/2012,Tuesday,5,'Bail conditions',03/12/2012,10:30,Monday,AM,03/12/2012,PM,Monday,1.0
878,Weymouth,H,30/11/2012,Friday,04/12/2012,Tuesday,4,Result,Null,Null,Null,Null,03/12/2012,PM,Monday,NotCheckedBefore
879,Aylesbury,L,03/12/2012,Monday,05/12/2012,Wednesday,2,Result,Null,Null,Null,Null,04/12/2012,PM,Tuesday,NotCheckedBefore
880,Barkingside,L,30/11/2012,Friday,05/12/2012,Wednesday,5,Result,04/12/2012,10:42,Tuesday,AM,03/12/2012,PM,Monday,1.0
881,Barkingside,B,03/12/2012,Monday,05/12/2012,Wednesday,2,Adjournment,Null,Null,Null,Null,04/12/2012,PM,Tuesday,NotCheckedBefore
882,Barkingside,B,03/12/2012,Monday,05/12/2012,Wednesday,2,Adjournment,Null,Null,Null,Null,04/12/2012,PM,Tuesday,NotCheckedBefore
883,'City of London',L,03/12/2012,Monday,05/12/2012,Wednesday,2,Result,Null,Null,Null,Null,04/12/2012,PM,Tuesday,NotCheckedBefore
884,'City of London',H,04/12/2012,Tuesday,05/12/2012,Wednesday,1,Warrant,Null,Null,Null,Null,05/12/2012,AM,Wednesday,NotCheckedBefore
885,Ipswich,B,30/11/2012,Friday,05/12/2012,Wednesday,5,Adjournment,04/12/2012,11:02,Tuesday,AM,03/12/2012,PM,Monday,1.0
886,Ipswich,B,30/11/2012,Friday,05/12/2012,Wednesday,5,Adjournment,04/12/2012,11:02,Tuesday,AM,03/12/2012,PM,Monday,1.0
887,Thames,B,03/12/2012,Monday,05/12/2012,Wednesday,2,'Bail conditions',Null,Null,Null,Null,04/12/2012,PM,Tuesday,NotCheckedBefore
888,Tottenham,B,03/12/2012,Monday,05/12/2012,Wednesday,2,Adjournment,Null,Null,Null,Null,04/12/2012,PM,Tuesday,NotCheckedBefore
889,Westminster,H,29/11/2012,Thursday,05/12/2012,Wednesday,6,Result,04/12/2012,10:16,Tuesday,AM,03/12/2012,PM,Monday,1.0
890,Westminster,B,30/11/2012,Friday,05/12/2012,Wednesday,5,Result,04/12/2012,10:16,Tuesday,AM,03/12/2012,PM,Monday,1.0
891,Westminster,L,30/11/2012,Friday,05/12/2012,Wednesday,5,Result,04/12/2012,10:16,Tuesday,AM,03/12/2012,PM,Monday,1.0
892,Westminster,H,30/11/2012,Friday,05/12/2012,Wednesday,5,Result,04/12/2012,10:16,Tuesday,AM,03/12/2012,PM,Monday,1.0
893,Westminster,L,30/11/2012,Friday,05/12/2012,Wednesday,5,Result,04/12/2012,10:16,Tuesday,AM,03/12/2012,PM,Monday,1.0
894,Westminster,L,30/11/2012,Friday,05/12/2012,Wednesday,5,Result,04/12/2012,10:16,Tuesday,AM,03/12/2012,PM,Monday,1.0
895,Westminster,B,30/11/2012,Friday,05/12/2012,Wednesday,5,Result,04/12/2012,10:16,Tuesday,AM,03/12/2012,PM,Monday,1.0
896,Westminster,B,30/11/2012,Friday,05/12/2012,Wednesday,5,Result,04/12/2012,10:16,Tuesday,AM,03/12/2012,PM,Monday,1.0
897,Westminster,B,30/11/2012,Friday,05/12/2012,Wednesday,5,Result,04/12/2012,10:16,Tuesday,AM,03/12/2012,PM,Monday,1.0
898,Westminster,L,30/11/2012,Friday,05/12/2012,Wednesday,5,Result,04/12/2012,10:16,Tuesday,AM,03/12/2012,PM,Monday,1.0
899,Westminster,B,30/11/2012,Friday,05/12/2012,Wednesday,5,Adjournment,04/12/2012,10:16,Tuesday,AM,03/12/2012,PM,Monday,1.0
900,Westminster,H,30/11/2012,Friday,05/12/2012,Wednesday,5,Adjournment,04/12/2012,10:16,Tuesday,AM,03/12/2012,PM,Monday,1.0
901,Westminster,B,30/11/2012,Friday,05/12/2012,Wednesday,5,Adjournment,04/12/2012,10:16,Tuesday,AM,03/12/2012,PM,Monday,1.0
902,Westminster,B,30/11/2012,Friday,05/12/2012,Wednesday,5,Adjournment,04/12/2012,10:16,Tuesday,AM,03/12/2012,PM,Monday,1.0
903,Westminster,L,30/11/2012,Friday,05/12/2012,Wednesday,5,Adjournment,04/12/2012,10:16,Tuesday,AM,03/12/2012,PM,Monday,1.0
904,Westminster,H,30/11/2012,Friday,05/12/2012,Wednesday,5,Adjournment,04/12/2012,10:16,Tuesday,AM,03/12/2012,PM,Monday,1.0
905,Westminster,H,30/11/2012,Friday,05/12/2012,Wednesday,5,Adjournment,04/12/2012,10:16,Tuesday,AM,03/12/2012,PM,Monday,1.0
906,Westminster,H,30/11/2012,Friday,05/12/2012,Wednesday,5,Adjournment,04/12/2012,10:16,Tuesday,AM,03/12/2012,PM,Monday,1.0
907,Westminster,H,30/11/2012,Friday,05/12/2012,Wednesday,5,Adjournment,04/12/2012,10:16,Tuesday,AM,03/12/2012,PM,Monday,1.0
908,Westminster,H,30/11/2012,Friday,05/12/2012,Wednesday,5,Adjournment,04/12/2012,10:16,Tuesday,AM,03/12/2012,PM,Monday,1.0
909,Westminster,H,30/11/2012,Friday,05/12/2012,Wednesday,5,Adjournment,04/12/2012,10:16,Tuesday,AM,03/12/2012,PM,Monday,1.0
910,Westminster,H,30/11/2012,Friday,05/12/2012,Wednesday,5,Adjournment,04/12/2012,10:16,Tuesday,AM,03/12/2012,PM,Monday,1.0
911,Westminster,H,30/11/2012,Friday,05/12/2012,Wednesday,5,Adjournment,04/12/2012,10:16,Tuesday,AM,03/12/2012,PM,Monday,1.0
912,Westminster,H,30/11/2012,Friday,05/12/2012,Wednesday,5,Adjournment,04/12/2012,10:16,Tuesday,AM,03/12/2012,PM,Monday,1.0
913,Westminster,H,30/11/2012,Friday,05/12/2012,Wednesday,5,'Bail conditions',04/12/2012,10:16,Tuesday,AM,03/12/2012,PM,Monday,1.0
914,Westminster,H,30/11/2012,Friday,05/12/2012,Wednesday,5,'Bail conditions',04/12/2012,10:16,Tuesday,AM,03/12/2012,PM,Monday,1.0
915,Westminster,L,30/11/2012,Friday,05/12/2012,Wednesday,5,'Bail conditions',04/12/2012,10:16,Tuesday,AM,03/12/2012,PM,Monday,1.0
916,Westminster,L,30/11/2012,Friday,05/12/2012,Wednesday,5,'Bail conditions',04/12/2012,10:16,Tuesday,AM,03/12/2012,PM,Monday,1.0
917,Westminster,H,30/11/2012,Friday,05/12/2012,Wednesday,5,'Bail conditions',04/12/2012,10:16,Tuesday,AM,03/12/2012,PM,Monday,1.0
918,Westminster,H,30/11/2012,Friday,05/12/2012,Wednesday,5,'Bail conditions',04/12/2012,10:16,Tuesday,AM,03/12/2012,PM,Monday,1.0
919,Westminster,H,30/11/2012,Friday,05/12/2012,Wednesday,5,'Bail conditions',04/12/2012,10:16,Tuesday,AM,03/12/2012,PM,Monday,1.0
920,Westminster,H,30/11/2012,Friday,05/12/2012,Wednesday,5,'Bail conditions',04/12/2012,10:16,Tuesday,AM,03/12/2012,PM,Monday,1.0
921,Westminster,H,30/11/2012,Friday,05/12/2012,Wednesday,5,'Bail conditions',04/12/2012,10:16,Tuesday,AM,03/12/2012,PM,Monday,1.0
922,Westminster,H,30/11/2012,Friday,05/12/2012,Wednesday,5,'Bail conditions',04/12/2012,10:16,Tuesday,AM,03/12/2012,PM,Monday,1.0
923,Westminster,H,30/11/2012,Friday,05/12/2012,Wednesday,5,'Bail conditions',04/12/2012,10:16,Tuesday,AM,03/12/2012,PM,Monday,1.0
924,Westminster,B,01/12/2012,Saturday,05/12/2012,Wednesday,4,Result,04/12/2012,10:16,Tuesday,AM,03/12/2012,PM,Monday,1.0
925,Westminster,L,01/12/2012,Saturday,05/12/2012,Wednesday,4,Result,04/12/2012,10:16,Tuesday,AM,03/12/2012,PM,Monday,1.0
926,Westminster,H,01/12/2012,Saturday,05/12/2012,Wednesday,4,Result,04/12/2012,10:16,Tuesday,AM,03/12/2012,PM,Monday,1.0
927,Westminster,L,01/12/2012,Saturday,05/12/2012,Wednesday,4,Result,04/12/2012,10:16,Tuesday,AM,03/12/2012,PM,Monday,1.0
928,Westminster,L,01/12/2012,Saturday,05/12/2012,Wednesday,4,Result,04/12/2012,10:16,Tuesday,AM,03/12/2012,PM,Monday,1.0
929,Basildon,B,12/11/2012,Monday,06/12/2012,Thursday,24,Adjournment,29/11/2012,09:26,Thursday,AM,Unknown,Unknown,Unknown,7.0
930,'Brighton and Hove',H,03/12/2012,Monday,06/12/2012,Thursday,3,Adjournment,04/12/2012,11:46,Tuesday,AM,03/12/2012,PM,Monday,2.0
931,'City of London',H,04/12/2012,Tuesday,06/12/2012,Thursday,2,Adjournment,Null,Null,Null,Null,05/12/2012,PM,Wednesday,NotCheckedBefore
932,'City of London',L,04/12/2012,Tuesday,06/12/2012,Thursday,2,Result,Null,Null,Null,Null,05/12/2012,PM,Wednesday,NotCheckedBefore
933,Colchester,B,03/12/2012,Monday,06/12/2012,Thursday,3,Adjournment,04/12/2012,11:46,Tuesday,AM,03/12/2012,PM,Monday,2.0
934,Colchester,B,03/12/2012,Monday,06/12/2012,Thursday,3,Result,04/12/2012,11:46,Tuesday,AM,03/12/2012,PM,Monday,2.0
935,Colchester,B,03/12/2012,Monday,06/12/2012,Thursday,3,Result,04/12/2012,11:46,Tuesday,AM,03/12/2012,PM,Monday,2.0
936,Croydon,H,03/12/2012,Monday,06/12/2012,Thursday,3,Adjournment,Null,Null,Null,Null,05/12/2012,PM,Wednesday,NotCheckedBefore
937,Croydon,H,04/12/2012,Tuesday,06/12/2012,Thursday,2,Adjournment,05/12/2012,09:58,Wednesday,AM,04/12/2012,PM,Tuesday,1.0
938,Croydon,H,04/12/2012,Tuesday,06/12/2012,Thursday,2,Result,Null,Null,Null,Null,05/12/2012,PM,Wednesday,NotCheckedBefore
939,'East Dorset',H,29/11/2012,Thursday,06/12/2012,Thursday,7,Result,04/12/2012,11:46,Tuesday,AM,03/12/2012,PM,Monday,2.0
940,'East Dorset',H,30/11/2012,Friday,06/12/2012,Thursday,6,Result,04/12/2012,11:46,Tuesday,AM,03/12/2012,PM,Monday,2.0
941,Havering,L,20/10/2012,Saturday,06/12/2012,Thursday,47,Result,Null,Null,Null,Null,Unknown,Unknown,Unknown,NotCheckedBefore
942,Hendon,L,04/12/2012,Tuesday,06/12/2012,Thursday,2,Adjournment,Null,Null,Null,Null,05/12/2012,PM,Wednesday,NotCheckedBefore
943,Slough,B,04/12/2012,Tuesday,06/12/2012,Thursday,2,Result,Null,Null,Null,Null,05/12/2012,PM,Wednesday,NotCheckedBefore
944,Slough,H,04/12/2012,Tuesday,06/12/2012,Thursday,2,Result,Null,Null,Null,Null,05/12/2012,PM,Wednesday,NotCheckedBefore
945,Slough,H,04/12/2012,Tuesday,06/12/2012,Thursday,2,Result,Null,Null,Null,Null,05/12/2012,PM,Wednesday,NotCheckedBefore
946,Southend,B,03/11/2012,Saturday,06/12/2012,Thursday,33,Result,04/12/2012,11:46,Tuesday,AM,03/12/2012,PM,Monday,2.0
947,Thames,L,04/12/2012,Tuesday,06/12/2012,Thursday,2,Result,Null,Null,Null,Null,05/12/2012,PM,Wednesday,NotCheckedBefore
948,Westminster,B,03/12/2012,Monday,06/12/2012,Thursday,3,Adjournment,05/12/2012,11:02,Wednesday,AM,04/12/2012,PM,Tuesday,1.0
949,Westminster,B,03/12/2012,Monday,06/12/2012,Thursday,3,Adjournment,05/12/2012,11:02,Wednesday,AM,04/12/2012,PM,Tuesday,1.0
950,Westminster,L,03/12/2012,Monday,06/12/2012,Thursday,3,Adjournment,05/12/2012,11:02,Wednesday,AM,04/12/2012,PM,Tuesday,1.0
951,Westminster,L,03/12/2012,Monday,06/12/2012,Thursday,3,Adjournment,05/12/2012,11:02,Wednesday,AM,04/12/2012,PM,Tuesday,1.0
952,Westminster,L,03/12/2012,Monday,06/12/2012,Thursday,3,Adjournment,05/12/2012,11:02,Wednesday,AM,04/12/2012,PM,Tuesday,1.0
953,Westminster,B,03/12/2012,Monday,06/12/2012,Thursday,3,Adjournment,05/12/2012,11:02,Wednesday,AM,04/12/2012,PM,Tuesday,1.0
954,Westminster,H,03/12/2012,Monday,06/12/2012,Thursday,3,Adjournment,05/12/2012,11:02,Wednesday,AM,04/12/2012,PM,Tuesday,1.0
955,Westminster,B,03/12/2012,Monday,06/12/2012,Thursday,3,Adjournment,05/12/2012,11:02,Wednesday,AM,04/12/2012,PM,Tuesday,1.0
956,Westminster,H,03/12/2012,Monday,06/12/2012,Thursday,3,Adjournment,05/12/2012,11:02,Wednesday,AM,04/12/2012,PM,Tuesday,1.0
957,Westminster,H,03/12/2012,Monday,06/12/2012,Thursday,3,Adjournment,05/12/2012,11:02,Wednesday,AM,04/12/2012,PM,Tuesday,1.0
958,Westminster,H,03/12/2012,Monday,06/12/2012,Thursday,3,Result,05/12/2012,11:02,Wednesday,AM,04/12/2012,PM,Tuesday,1.0
959,Westminster,H,03/12/2012,Monday,06/12/2012,Thursday,3,Result,05/12/2012,11:02,Wednesday,AM,04/12/2012,PM,Tuesday,1.0
960,Westminster,H,03/12/2012,Monday,06/12/2012,Thursday,3,Result,05/12/2012,11:02,Wednesday,AM,04/12/2012,PM,Tuesday,1.0
961,Westminster,L,03/12/2012,Monday,06/12/2012,Thursday,3,Result,05/12/2012,11:02,Wednesday,AM,04/12/2012,PM,Tuesday,1.0
