Training RMSE,Training MSE,Test RMSE,Test MSE,Number of Inputs Node,Number of Hidden Node,Number of Epochs
0.45194414,0.204253505,0.418481187,0.175126504,3,2,0
0.449986525,0.202487873,0.419794226,0.176227192,3,2,10
0.452185373,0.204471612,0.422366443,0.178393412,3,2,20
0.455655519,0.207621952,0.426279547,0.181714252,3,2,30
0.460181681,0.21176718,0.431264358,0.185988947,3,2,40
0.465053612,0.216274862,0.436508305,0.1905395,3,2,50
0.46954954,0.220476771,0.441209874,0.194666153,3,2,60
0.473292615,0.2240059,0.445013865,0.19803734,3,2,70
0.476249364,0.226813457,0.447951449,0.200660501,3,2,80
0.478547076,0.229007304,0.450200192,0.202680213,3,2,90
0.480338862,0.230725422,0.45193946,0.204249276,3,2,100
0.481753428,0.232086366,0.453308494,0.205488591,3,2,110
0.482887456,0.233180296,0.454406774,0.206485516,3,2,120
0.483810942,0.234073027,0.455303883,0.207301626,3,2,130
0.484574236,0.234812191,0.456048682,0.2079804,3,2,140
0.4852138,0.235432432,0.456675958,0.20855293,3,2,150
0.485756358,0.235959239,0.457210921,0.209041826,3,2,160
0.486221774,0.236411613,0.45767218,0.209463824,3,2,170
0.486625032,0.236803922,0.458073718,0.209831531,3,2,180
0.486977595,0.237147178,0.458426224,0.210154603,3,2,190
0.487288347,0.237449934,0.458737991,0.210440545,3,2,200
0.487564265,0.237718913,0.459015553,0.210695278,3,2,210
0.487810887,0.237959462,0.459264118,0.21092353,3,2,220
0.48803266,0.238175877,0.459487893,0.211129124,3,2,230
0.488233188,0.238371646,0.459690308,0.21131518,3,2,240
0.488415421,0.238549623,0.459874193,0.211484273,3,2,250
0.488581791,0.238712167,0.460041898,0.211638548,3,2,260
0.488734324,0.238861239,0.460195395,0.211779801,3,2,270
0.488874714,0.238998486,0.460336349,0.211909554,3,2,280
0.48900439,0.239125294,0.460466177,0.2120291,3,2,290
0.489124567,0.239242842,0.460586091,0.212139547,3,2,300
0.489236281,0.239352139,0.460697137,0.212241852,3,2,310
0.489340421,0.239454048,0.460800218,0.212336841,3,2,320
0.489437755,0.239549316,0.460896121,0.212425234,3,2,330
0.489528947,0.23963859,0.460985535,0.212507663,3,2,340
0.489614578,0.239722435,0.461069063,0.212584681,3,2,350
0.489695155,0.239801345,0.461147239,0.212656776,3,2,360
0.489771122,0.239875752,0.461220534,0.212724381,3,2,370
0.489842873,0.23994604,0.461289367,0.21278788,3,2,380
0.489910754,0.240012547,0.461354112,0.212847617,3,2,390
0.489975073,0.240075573,0.461415104,0.212903898,3,2,400
0.490036107,0.240135386,0.46147264,0.212956998,3,2,410
0.490094098,0.240192225,0.461526992,0.213007164,3,2,420
0.490149268,0.240246305,0.461578402,0.213054621,3,2,430
0.490201814,0.240297818,0.461627089,0.213099569,3,2,440
0.490251914,0.240346939,0.461673254,0.213142193,3,2,450
0.490299727,0.240393823,0.461717076,0.213182658,3,2,460
0.490345401,0.240438612,0.461758721,0.213221116,3,2,470
0.490389066,0.240481436,0.461798338,0.213257705,3,2,480
0.490430844,0.240522412,0.461836066,0.213292552,3,2,490
0.490470842,0.240561647,0.461872029,0.213325771,3,2,500
0.490509163,0.240599239,0.461906344,0.21335747,3,2,510
0.490545896,0.240635276,0.461939115,0.213387746,3,2,520
0.490581126,0.240669841,0.461970441,0.213416689,3,2,530
0.49061493,0.24070301,0.462000412,0.213444381,3,2,540
0.49064738,0.240734851,0.46202911,0.213470899,3,2,550
0.49067854,0.24076543,0.462056612,0.213496313,3,2,560
0.490708473,0.240794805,0.462082989,0.213520689,3,2,570
0.490737233,0.240823032,0.462108307,0.213544087,3,2,580
0.490764873,0.24085016,0.462132626,0.213566564,3,2,590
0.490791441,0.240876239,0.462156003,0.213588171,3,2,600
0.490816983,0.240901311,0.462178491,0.213608958,3,2,610
0.490841541,0.240925418,0.462200139,0.213628968,3,2,620
0.490865153,0.240948599,0.462220991,0.213648245,3,2,630
0.490887858,0.240970889,0.462241091,0.213666827,3,2,640
0.490909688,0.240992322,0.462260478,0.21368475,3,2,650
0.490930678,0.241012931,0.462279189,0.213702048,3,2,660
0.490950857,0.241032744,0.462297257,0.213718754,3,2,670
0.490970254,0.24105179,0.462314716,0.213734897,3,2,680
0.490988896,0.241070096,0.462331595,0.213750504,3,2,690
0.491006809,0.241087686,0.462347922,0.213765601,3,2,700
0.491024017,0.241104586,0.462363723,0.213780213,3,2,710
0.491040544,0.241120816,0.462379024,0.213794361,3,2,720
0.491056411,0.241136399,0.462393845,0.213808068,3,2,730
0.491071639,0.241151355,0.46240821,0.213821353,3,2,740
0.491086248,0.241165703,0.462422138,0.213834234,3,2,750
0.491100258,0.241179463,0.462435648,0.213846728,3,2,760
0.491113685,0.241192652,0.462448757,0.213858853,3,2,770
0.491126548,0.241205286,0.462461481,0.213870622,3,2,780
0.491138863,0.241217383,0.462473837,0.21388205,3,2,790
0.491150647,0.241228958,0.462485838,0.213893151,3,2,800
0.491161914,0.241240026,0.462497498,0.213903936,3,2,810
0.49117268,0.241250601,0.46250883,0.213914418,3,2,820
0.491182958,0.241260698,0.462519844,0.213924606,3,2,830
0.491192763,0.24127033,0.462530553,0.213934512,3,2,840
0.491202107,0.24127951,0.462540966,0.213944145,3,2,850
0.491211004,0.241288251,0.462551094,0.213953514,3,2,860
0.491219466,0.241296564,0.462560944,0.213962627,3,2,870
0.491227505,0.241304462,0.462570527,0.213971492,3,2,880
0.491235132,0.241311955,0.462579848,0.213980116,3,2,890
0.491242359,0.241319056,0.462588917,0.213988506,3,2,900
0.491249197,0.241325774,0.462597739,0.213996668,3,2,910
0.491255656,0.241332119,0.462606322,0.214004609,3,2,920
0.491261746,0.241338103,0.46261467,0.214012333,3,2,930
0.491267478,0.241343735,0.46262279,0.214019846,3,2,940
0.491272861,0.241349024,0.462630687,0.214027152,3,2,950
0.491277904,0.241353979,0.462638365,0.214034256,3,2,960
0.491282617,0.241358609,0.462645828,0.214041162,3,2,970
0.491287008,0.241362924,0.462653081,0.214047873,3,2,980
0.491291086,0.241366931,0.462660127,0.214054393,3,2,990
0.49129486,0.241370639,0.462666968,0.214060724,3,2,1000
0.491298337,0.241374056,0.462673608,0.214066868,3,2,1010
0.491301526,0.241377189,0.462680049,0.214072828,3,2,1020
0.491304434,0.241380046,0.462686292,0.214078605,3,2,1030
0.491307068,0.241382635,0.462692338,0.2140842,3,2,1040
0.491309436,0.241384962,0.462698189,0.214089614,3,2,1050
0.491311545,0.241387035,0.462703844,0.214094847,3,2,1060
0.491313403,0.24138886,0.462709303,0.214099899,3,2,1070
0.491315014,0.241390443,0.462714565,0.214104768,3,2,1080
0.491316387,0.241391792,0.462719628,0.214109454,3,2,1090
0.491317527,0.241392913,0.46272449,0.214113953,3,2,1100
0.491318441,0.241393811,0.462729147,0.214118264,3,2,1110
0.491319135,0.241394493,0.462733597,0.214122382,3,2,1120
0.491319616,0.241394965,0.462737833,0.214126302,3,2,1130
0.491319888,0.241395232,0.46274185,0.21413002,3,2,1140
0.491319958,0.241395301,0.462745642,0.214133529,3,2,1150
0.491319832,0.241395177,0.462749199,0.214136822,3,2,1160
0.491319515,0.241394866,0.462752514,0.214139889,3,2,1170
0.491319014,0.241394373,0.462755575,0.214142722,3,2,1180
0.491318334,0.241393705,0.46275837,0.214145309,3,2,1190
0.491317482,0.241392868,0.462760886,0.214147637,3,2,1200
0.491316463,0.241391866,0.462763107,0.214149693,3,2,1210
0.491315283,0.241390708,0.462765017,0.214151461,3,2,1220
0.491313951,0.241389398,0.462766596,0.214152923,3,2,1230
0.491312471,0.241387944,0.462767824,0.214154059,3,2,1240
