Training RMSE,Training MSE,Test RMSE,Test MSE,Number of Inputs Node,Number of Hidden Node,Number of Epochs
0.561145166,0.314883897,0.547304284,0.29954198,5,5,0
0.569093931,0.323867903,0.552640945,0.305412014,5,5,10
0.587613635,0.345289784,0.563267103,0.317269829,5,5,20
0.606642383,0.368014981,0.577359583,0.333344088,5,5,30
0.623462327,0.388705273,0.591733307,0.350148306,5,5,40
0.636722035,0.40541495,0.60389754,0.364692238,5,5,50
0.646430675,0.417872617,0.613188316,0.375999911,5,5,60
0.653379287,0.426904493,0.620038186,0.384447352,5,5,70
0.658387592,0.433474221,0.625092581,0.390740735,5,5,80
0.662068126,0.438334203,0.628882345,0.395493004,5,5,90
0.664835477,0.442006211,0.631783669,0.399150604,5,5,100
0.66696355,0.444840377,0.634052181,0.402022168,5,5,110
0.668634201,0.447071695,0.635861018,0.404319234,5,5,120
0.669970169,0.448860028,0.637328877,0.406188098,5,5,130
0.671056018,0.450316179,0.638538626,0.407731576,5,5,140
0.671951261,0.451518497,0.639549273,0.409023273,5,5,150
0.672698662,0.45252349,0.640403686,0.410116881,5,5,160
0.67332955,0.453372682,0.641133591,0.411052281,5,5,170
0.673867294,0.45409713,0.64176289,0.411859607,5,5,180
0.674329617,0.454720433,0.642309885,0.412561988,5,5,190
0.674730166,0.455260796,0.642788795,0.413177435,5,5,200
0.675079591,0.455732455,0.643210825,0.413720165,5,5,210
0.675386317,0.456146677,0.643584908,0.414201534,5,5,220
0.675657079,0.456512488,0.643918251,0.414630714,5,5,230
0.675897322,0.45683719,0.644216729,0.415015193,5,5,240
0.676111493,0.457126751,0.644485172,0.415361137,5,5,250
0.676303251,0.457386087,0.644727591,0.415673667,5,5,260
0.676475636,0.457619286,0.64494734,0.415957071,5,5,270
0.676631191,0.457829769,0.645147242,0.416214964,5,5,280
0.676772058,0.458020419,0.645329694,0.416450414,5,5,290
0.676900052,0.45819368,0.645496737,0.416666038,5,5,300
0.677016721,0.45835164,0.645650124,0.416864083,5,5,310
0.677123391,0.458496087,0.645791365,0.417046488,5,5,320
0.677221205,0.45862856,0.645921768,0.417214931,5,5,330
0.677311151,0.458750395,0.64604247,0.417370872,5,5,340
0.677394087,0.45886275,0.646154462,0.417515589,5,5,350
0.677470763,0.458966634,0.646258615,0.417650198,5,5,360
0.677541832,0.459062934,0.646355693,0.417775682,5,5,370
0.677607869,0.459152423,0.646446369,0.417892909,5,5,380
0.677669379,0.459235787,0.646531239,0.418002643,5,5,390
0.67772681,0.459313629,0.646610829,0.418105565,5,5,400
0.677780555,0.459386481,0.646685609,0.418202277,5,5,410
0.677830965,0.459454818,0.646755995,0.418293317,5,5,420
0.677878351,0.459519059,0.64682236,0.418379165,5,5,430
0.67792299,0.459579581,0.646885036,0.418460249,5,5,440
0.677965129,0.459636717,0.64694432,0.418536954,5,5,450
0.678004989,0.459690765,0.647000481,0.418609622,5,5,460
0.678042767,0.459741994,0.647053757,0.418678565,5,5,470
0.678078641,0.459790643,0.647104366,0.41874406,5,5,480
0.678112769,0.459836928,0.647152501,0.418806359,5,5,490
0.678145296,0.459881042,0.647198338,0.418865689,5,5,500
0.678176348,0.459923159,0.647242037,0.418922255,5,5,510
0.678206044,0.459963438,0.647283742,0.418976243,5,5,520
0.678234487,0.46000202,0.647323584,0.419027822,5,5,530
0.678261773,0.460039033,0.647361681,0.419077146,5,5,540
0.678287987,0.460074594,0.647398142,0.419124354,5,5,550
0.678313208,0.460108808,0.647433065,0.419169574,5,5,560
0.678337505,0.460141771,0.647466541,0.419212922,5,5,570
