Training RMSE,Training MSE,Test RMSE,Test MSE,Number of Inputs Node,Number of Hidden Node,Number of Epochs
0.643591036,0.414209422,0.618381673,0.382395894,5,4,0
0.674426439,0.454851021,0.638147046,0.407231652,5,4,10
0.710352774,0.504601063,0.666897381,0.444752117,5,4,20
0.736592119,0.542567949,0.691106734,0.477628518,5,4,30
0.753127882,0.567201606,0.707409245,0.500427839,5,4,40
0.763370127,0.582733951,0.717865184,0.515330422,5,4,50
0.769970782,0.592855005,0.724737083,0.525243839,5,4,60
0.774448463,0.599770422,0.729454672,0.532104118,5,4,70
0.777633379,0.604713672,0.732838515,0.53705229,5,4,80
0.779991972,0.608387476,0.735362567,0.540758105,5,4,90
0.781798346,0.611208655,0.737309885,0.543625866,5,4,100
0.7832211,0.613435292,0.738856151,0.545908412,5,4,110
0.78436834,0.615233693,0.740114499,0.547769471,5,4,120
0.785311978,0.616714903,0.741160258,0.549318528,5,4,130
0.786101414,0.617955434,0.742045107,0.550630942,5,4,140
0.786771547,0.619009467,0.742805452,0.551759939,5,4,150
0.787347645,0.619916314,0.743467553,0.552744002,5,4,160
0.787848408,0.620705113,0.744050764,0.553611539,5,4,170
0.788287939,0.621397875,0.744569625,0.554383927,5,4,180
0.788677061,0.622011507,0.745035255,0.55507753,5,4,190
0.789024207,0.622559199,0.745456291,0.555705082,5,4,200
0.789336036,0.623051378,0.745839549,0.556276632,5,4,210
0.789617876,0.623496391,0.746190473,0.556800222,5,4,220
0.789874036,0.623900992,0.746513473,0.557282366,5,4,230
0.790108035,0.624270707,0.74681216,0.557728403,5,4,240
0.790322778,0.624610094,0.747089521,0.558142752,5,4,250
0.790520682,0.624922949,0.747348051,0.55852911,5,4,260
0.790703772,0.625212455,0.747589856,0.558890593,5,4,270
0.79087376,0.625481304,0.747816724,0.559229853,5,4,280
0.791032101,0.625731785,0.748030186,0.559549159,5,4,290
0.791180041,0.625965857,0.74823156,0.559850468,5,4,300
0.791318651,0.626185208,0.748421991,0.560135477,5,4,310
0.791448861,0.626391299,0.748602477,0.560405668,5,4,320
0.791571476,0.626585401,0.748773891,0.560662339,5,4,330
0.791687202,0.626768626,0.748937002,0.560906633,5,4,340
0.791796659,0.62694195,0.749092491,0.56113956,5,4,350
0.791900393,0.627106232,0.749240962,0.561362019,5,4,360
0.791998886,0.627262236,0.749382952,0.561574809,5,4,370
0.792092568,0.627410637,0.749518943,0.561778645,5,4,380
0.792181822,0.627552039,0.749649364,0.561974168,5,4,390
0.792266989,0.627686983,0.749774603,0.562161955,5,4,400
0.792348378,0.627815952,0.749895009,0.562342524,5,4,410
0.792426263,0.627939382,0.750010898,0.562516347,5,4,420
0.792500894,0.628057668,0.750122556,0.562683849,5,4,430
0.792572498,0.628171164,0.750230242,0.562845416,5,4,440
0.792641278,0.628280195,0.750334193,0.5630014,5,4,450
0.792707421,0.628385055,0.750434623,0.563152124,5,4,460
0.792771096,0.62848601,0.750531731,0.563297879,5,4,470
0.792832458,0.628583306,0.750625695,0.563438935,5,4,480
0.792891649,0.628677167,0.750716683,0.563575538,5,4,490
0.792948799,0.628767799,0.750804845,0.563707915,5,4,500
0.793004029,0.628855389,0.750890321,0.563836275,5,4,510
0.793057446,0.628940113,0.750973242,0.56396081,5,4,520
0.793109155,0.629022132,0.751053725,0.564081699,5,4,530
0.793159247,0.629101592,0.751131883,0.564199105,5,4,540
0.793207811,0.629178632,0.751207816,0.564313183,5,4,550
0.793254927,0.629253379,0.75128162,0.564424073,5,4,560
0.793300669,0.629325951,0.751353384,0.564531908,5,4,570
0.793345107,0.629396459,0.75142319,0.564636811,5,4,580
0.793388306,0.629465004,0.751491115,0.564738896,5,4,590
0.793430327,0.629531683,0.751557231,0.564838271,5,4,600
0.793471225,0.629596585,0.751621605,0.564935037,5,4,610
0.793511054,0.629659793,0.7516843,0.565029287,5,4,620
0.793549863,0.629721385,0.751745376,0.565121111,5,4,630
0.793587699,0.629781436,0.751804888,0.56521059,5,4,640
0.793624605,0.629840013,0.751862889,0.565297804,5,4,650
