Training RMSE,Training MSE,Test RMSE,Test MSE,Number of Inputs Node,Number of Hidden Node,Number of Epochs
0.565681031,0.319995028,0.556086285,0.309231957,5,3,0
0.581838913,0.338536521,0.566615828,0.321053497,5,3,10
0.615914283,0.379350404,0.588807078,0.346693775,5,3,20
0.645859253,0.417134175,0.613894001,0.376865845,5,3,30
0.666289586,0.443941812,0.632743127,0.400363865,5,3,40
0.678959391,0.460985854,0.644825466,0.415799881,5,3,50
0.686853816,0.471768165,0.65248177,0.42573246,5,3,60
0.692010516,0.478878554,0.657535801,0.43235333,5,3,70
0.695559818,0.48380346,0.661040593,0.436974665,5,3,80
0.698118875,0.487369963,0.663582618,0.440341891,5,3,90
0.700037205,0.490052088,0.665497916,0.442887476,5,3,100
0.701522374,0.492133641,0.666987516,0.444872347,5,3,110
0.702703457,0.493792148,0.668177015,0.446460523,5,3,120
0.703664111,0.495143181,0.669148047,0.447759108,5,3,130
0.704460559,0.496264679,0.669955564,0.448840457,5,3,140
0.705131795,0.497210848,0.670637704,0.44975493,5,3,150
0.705705615,0.498020416,0.671221654,0.450538509,5,3,160
0.706202314,0.498721708,0.671727258,0.451217509,5,3,170
0.706637018,0.499335875,0.672169303,0.451811572,5,3,180
0.707021211,0.499878992,0.672559016,0.45233563,5,3,190
0.707363754,0.50036348,0.672905066,0.452801228,5,3,200
0.707671581,0.500799066,0.673214249,0.453217425,5,3,210
0.707950188,0.501193469,0.673491969,0.453591432,5,3,220
0.708203982,0.50155288,0.673742577,0.45392906,5,3,230
0.708436528,0.501882315,0.673969621,0.454235051,5,3,240
0.708650744,0.502185877,0.674176027,0.454513315,5,3,250
0.708849032,0.50246695,0.674364229,0.454767113,5,3,260
0.709033386,0.502728343,0.674536278,0.454999191,5,3,270
0.709205477,0.502972408,0.674693915,0.455211879,5,3,280
0.709366708,0.503201126,0.674838629,0.455407175,5,3,290
0.709518269,0.503416174,0.674971706,0.455586804,5,3,300
0.709661173,0.503618981,0.675094265,0.455752267,5,3,310
0.709796289,0.503810772,0.675207284,0.455904876,5,3,320
0.709924362,0.5039926,0.675311623,0.456045789,5,3,330
0.71004604,0.504165379,0.675408048,0.456176031,5,3,340
