Training RMSE,Training MSE,Test RMSE,Test MSE,Number of Inputs Node,Number of Hidden Node,Number of Epochs,Norm Test RMSE,Norm Test MSE
0.32448278086018295,0.10528907507475752,0.29616174763647646,0.08771178076309195,6,3,0,1148.9417259956626,1320067.0897338924,
0.2788552770680628,0.07776026554870606,0.2534122290934583,0.06421775785411538,6,3,500,1169.6966577173155,1368190.2710750585,
0.2705903683631223,0.07321914745089021,0.2506613662516684,0.06283112053115304,6,3,1000,1172.3064374413088,1374302.3832663335,
0.2674751463270827,0.0715429539026943,0.2521364693654008,0.06357279918404969,6,3,1500,1172.8645280131382,1375611.2010714815,
0.26583224228680324,0.07066678103922967,0.25484133834188866,0.06494410772788498,6,3,2000,1173.0245014940176,1375986.4811052887,
0.26484495139217623,0.07014284827792418,0.25810445125960463,0.06661790776002163,6,3,2500,1173.1893351297379,1376373.2160621565,
0.26422993422463964,0.06981745814035739,0.26159619356160285,0.0684325684859196,6,3,3000,1173.378089575151,1376816.1410950313,
0.26386345645789594,0.06962392365390793,0.26499339032125435,0.07022149691395266,6,3,3500,1173.3676160626978,1376791.5624246586,
0.2636834734802267,0.06952897418659743,0.26799535337631825,0.0718215094312977,6,3,4000,1173.0044826349947,1375939.5162817917,
0.26365550813293864,0.06951422696883808,0.27044942355690005,0.07314289070225953,6,3,4500,1172.319791609377,1374333.693799053,
0.26375813853675983,0.06956835564437659,0.2723450033561613,0.0741718008530675,6,3,5000,1171.4013761271865,1372181.1839926664,
0.2639760168095244,0.06968333745062232,0.2737635148710263,0.07494646207453864,6,3,5500,1170.3623899991328,1369748.1239244824,
0.2642964603566661,0.06985261895706278,0.27482158931877243,0.075526905955696,6,3,6000,1169.37843755211,1367445.9302118141,
0.26470797426116793,0.07007031163745114,0.27560488321025406,0.07595805164933779,6,3,6500,1168.614171674099,1365659.0822375407,
0.26519976579014665,0.07033091577514865,0.2761623904451309,0.07626566589636895,6,3,7000,1168.111444962742,1364484.347852945,
0.2657616371723972,0.07062924779255289,0.27653798643009647,0.07647325793881221,6,3,7500,1167.8070111256343,1363773.2152341872,
0.26638395714589713,0.07096041262470716,0.27677746846501994,0.0766057670499051,6,3,8000,1167.6142771311754,1363323.1001605575,
0.2670577214129895,0.0713198265662979,0.27692169380875353,0.07668562450190904,6,3,8500,1167.4624707616158,1362968.6206368168,
0.26777484640284926,0.07170336836606953,0.2770038494471234,0.07673113260852461,6,3,9000,1167.293434085334,1362573.961258732,
0.26852867193517194,0.0721076476512672,0.2770522022865811,0.07675792279184467,6,3,9500,1167.0433857885514,1361990.2643128054,
0.26931431654495136,0.07253020109607426,0.2770987150061068,0.07678369785803559,6,3,10000,1166.621818776407,1361006.468045172,
0.27012839383879395,0.07296934915792658,0.2771997089011005,0.07683967861485487,6,3,10500,1165.8965880826242,1359314.8541027044,
