Training RMSE,Training MSE,Test RMSE,Test MSE,Number of Inputs Node,Number of Hidden Node,Number of Epochs,Norm Test RMSE,Norm Test MSE
0.16342417716358598,0.026707461681595136,0.13205856982256411,0.017439465863581045,6,6,0,1231.661401584533,1516989.8081531764,
0.16939911359567883,0.0286960596870017,0.12969935689677528,0.01682192317943709,6,6,500,1236.5982854128629,1529175.3194860325,
0.16639079518583685,0.02768589672257511,0.12872500561854927,0.01657012707149554,6,6,1000,1240.2898550653947,1538318.9245781377,
0.16555956032607136,0.027409968015362066,0.13092041730343817,0.017140155666906392,6,6,1500,1246.4760821336372,1553702.623331222,
0.16429643899792706,0.026993319867399567,0.13554128592202488,0.018371440189396102,6,6,2000,1253.0078123678402,1570028.5778548408,
0.164633542062742,0.027104203172124638,0.13730589549311856,0.018852908937167196,6,6,2500,1256.6321650991185,1579124.3983616985,
0.16682255497011672,0.027829764846757612,0.1370413131433225,0.01878032150804617,6,6,3000,1258.2267642121283,1583134.5901797225,
0.17032957907516438,0.029012165507922672,0.13651866306999222,0.018637345366418055,6,6,3500,1258.6328234249372,1584156.5842026293,
0.17403254955263053,0.0302873283037888,0.13620550942635815,0.01855194079809374,6,6,4000,1258.318892711582,1583366.435754902,
0.1770898537141671,0.0313608162885051,0.13601801274880432,0.01850089979213389,6,6,4500,1257.6253821289672,1581621.6017750306,
0.17929419570067268,0.032146408611951116,0.13559272017614787,0.01838538576476714,6,6,5000,1256.7707943392907,1579472.8295042117,
0.18077056611168807,0.03267799757234019,0.13455792751043333,0.018105835855903033,6,6,5500,1255.8552403351262,1577172.3846771976,
0.1817132446221304,0.0330197032711022,0.1327984478968793,0.01763542776382017,6,6,6000,1254.9358337781375,1574863.9469004294,
0.18231897278143608,0.033240207836078034,0.13064565941055511,0.01706828832281877,6,6,6500,1254.1354059476691,1572855.616451525,
0.18277263560733706,0.033405836326852414,0.12866317507709263,0.016554212620918593,6,6,7000,1253.6216771172697,1571567.3093383156,
0.18321632994445466,0.03356822355831528,0.12711057899305625,0.016157099291949993,6,6,7500,1253.453957342586,1571146.8231777893,
0.18371616605171334,0.03375162966874071,0.12590132059705425,0.01585114252808224,6,6,8000,1253.5555497603948,1571401.5163350857,
0.1842626110420432,0.0339527098280313,0.12492425402617065,0.015606069243995215,6,6,8500,1253.8087758614836,1572036.4464272717,
0.18480692048093234,0.03415359785764565,0.12416683614327748,0.015417403197831516,6,6,9000,1254.109465618588,1572790.5517541403,
0.18529927635263047,0.03433582181680852,0.1236735492045507,0.015295146772850423,6,6,9500,1254.376176973472,1573459.593358583,
0.18570289158411885,0.034485563942702996,0.1235011177021858,0.015252526073689153,6,6,10000,1254.5456393511006,1573884.7612148616,
0.18598965890890073,0.03459215322104924,0.12371092140499292,0.015304392074872336,6,6,10500,1254.560323912989,1573921.6063366637,
0.18613522451750045,0.034646321806180304,0.12438753984875663,0.015472260069626017,6,6,11000,1254.3514060526243,1573397.4498661952,
0.1861281068835509,0.034643672172054545,0.12567524016668338,0.015794265990953547,6,6,11500,1253.8233464658224,1572072.9841427535,
0.1860063008306258,0.034598343948693266,0.12783574387971872,0.01634197741328104,6,6,12000,1252.8492421478197,1569631.2235503665,
0.1859341826119474,0.034571520263573005,0.131305993584476,0.017241263951206454,6,6,12500,1251.2939247352886,1565736.486079442,
0.18630370013580008,0.03470906868429012,0.13660021611302467,0.018659619042125042,6,6,13000,1249.0898664477709,1560225.4944625103,
0.1876555657074771,0.035214611340993254,0.14379316847055681,0.020676475298801938,6,6,13500,1246.3589035615796,1553410.5164872229,
0.18995713816212398,0.03608371433874426,0.1521037903486998,0.023135563038441224,6,6,14000,1243.3845327365962,1546005.0962486037,
0.19202398012835525,0.03687320894433497,0.1610549294606232,0.02593869030356631,6,6,14500,1240.1065666649686,1537864.2966855762,
0.1908557990630537,0.036425936035996725,0.17260417549504528,0.02979220139832439,6,6,15000,1235.1339164760852,1525555.791629553,
0.18950827630132083,0.03591338678669776,0.18094934535391846,0.032742665584011656,6,6,15500,1230.7345191562615,1514707.4566427944,
0.19022733838294045,0.03618644026825773,0.1842835445647566,0.033960424797350626,6,6,16000,1228.768928109892,1509873.0786883326,
0.19113305175403766,0.03653184347281164,0.18623336792279652,0.03468286732786769,6,6,16500,1227.4693451587202,1506680.9933043777,
0.19216082773180762,0.036925783714573446,0.187652049617075,0.035213291725489176,6,6,17000,1226.3811011515315,1504010.6052616432,
0.19322523439693493,0.03733599120775045,0.18885546545314869,0.03566638683152543,6,6,17500,1225.4293399184658,1501677.0671330069,
0.19397757452869854,0.0376272994200368,0.19030313464754772,0.03621528305668268,6,6,18000,1224.4975968781253,1499394.3647603039,
0.19408346199940352,0.03766839022167391,0.1926526997060085,0.0371150627040135,6,6,18500,1223.302509946145,1496469.0308405382,
0.1936976831626311,0.03751879246257103,0.19616750429214513,0.038481689740208776,6,6,19000,1221.6846584602483,1492513.4047171334,
0.1932066855936285,0.03732882335807521,0.20033068817200098,0.04013238462346749,6,6,19500,1219.8604976809565,1488059.633802431,
0.19288901503325037,0.03720617212049748,0.2044076931565879,0.0417825050215978,6,6,20000,1218.1288125242947,1483837.8039018484,
0.19290547815052636,0.0372125235004832,0.2080178542017117,0.04327142766668459,6,6,20500,1216.6161743716195,1480154.9157426348,
0.19334451906088046,0.03738210305088317,0.21114627947997464,0.044582751338235554,6,6,21000,1215.311483715729,1476982.002451327,
0.19426141609768738,0.03773749778427883,0.21393192917454545,0.04576687032034273,6,6,21500,1214.1645192476258,1474195.4797998185,
0.19573365995113032,0.038311665637864714,0.2165104910758747,0.04687679274591642,6,6,22000,1213.1391816235425,1471706.6739902387,
0.19792092693760657,0.0391726933198414,0.2189504058406677,0.04793928021779308,6,6,22500,1212.2257861965793,1469491.3567199146,
0.20099384383308336,0.0403985252587979,0.22126231665728166,0.04895701277254718,6,6,23000,1211.4269882165408,1467555.347779399,
0.20469162938408408,0.04189866313991124,0.2234345485641448,0.049922997492063186,6,6,23500,1210.7349955255763,1465879.2293903176,
0.2080935049899894,0.04330290681901875,0.2254267653214239,0.05081722652328032,6,6,24000,1210.1384849388253,1464435.1527300356,
0.21041187690075727,0.044273157940899435,0.22719068039187393,0.0516156052569226,6,6,24500,1209.6391960142953,1463226.9845341109,
0.21138275852562494,0.04468267060190267,0.22880476127924768,0.05235161878405351,6,6,25000,1209.2085498720637,1462185.317083699,
0.21085059784840704,0.04445797461303067,0.23049733911847411,0.05312902334069686,6,6,25500,1208.7681623053668,1461120.4702030935,
0.2090525234030935,0.04370295754120095,0.23201610558619726,0.05383147325138543,6,6,26000,1208.4251972259237,1460291.4572905125,
0.2073665855504908,0.04300090080286902,0.23284701482791184,0.0542177323142698,6,6,26500,1208.391727141851,1460210.5662248658,
0.20633971484635327,0.04257607792287438,0.23339222590880335,0.054471931114665896,6,6,27000,1208.5160791786113,1460511.1136332436,
0.2059966223145302,0.0424346084049952,0.23403219913390455,0.05477107023145155,6,6,27500,1208.6388291804674,1460807.819402731,
0.20628377088749777,0.04255299413156568,0.23483484582793815,0.05514740481503148,6,6,28000,1208.7156014514474,1460993.4051921342,
0.20709984454522526,0.04289034561065647,0.23570632671293743,0.055557472452506,6,6,28500,1208.7670968483997,1461117.8944233085,
0.20831717039031986,0.04339604347942956,0.23648642598184688,0.05592582967366755,6,6,29000,1208.847130454738,1461311.3848086542,
0.2098079418014978,0.04401937244298069,0.23699893838805933,0.05616849679706714,6,6,29500,1209.0238706724294,1461738.7198557435,
0.21145662595422976,0.04471390465994703,0.23708266639258868,0.0562081907038195,6,6,30000,1209.3651373309158,1462564.0353914248,
0.21315516883363628,0.045435126000495984,0.2366139250324686,0.055986149519270674,6,6,30500,1209.923783897788,1463915.5628415414,
0.2147959439410388,0.04613729753352187,0.2355221618189761,0.05547068870788396,6,6,31000,1210.7225259479244,1465849.0348377225,
0.21627361737320075,0.04677427757168964,0.23378997778985425,0.05465775371498054,6,6,31500,1211.7447997891193,1468325.4598159725,
0.21749303747692736,0.04730322135094013,0.231431376617712,0.05356048208316925,6,6,32000,1212.941873593523,1471227.988716566,
0.21837040621149145,0.04768563430897178,0.22848199482008336,0.0522040219569646,6,6,32500,1214.2516818178217,1474407.1467974086,
0.2188501431577778,0.04789538516017983,0.22504151708686854,0.05064368441275934,6,6,33000,1215.5892943830393,1477657.3326186554,
0.21895838785209482,0.04794277561078838,0.22050874223984987,0.048624105404200556,6,6,33500,1216.3859210730209,1479594.7089846611,
0.21881104852828404,0.04787827495804707,0.21123579472065335,0.044620560971265995,6,6,34000,1214.0631464184814,1473949.3234915428,
