Training RMSE,Training MSE,Test RMSE,Test MSE,Number of Inputs Node,Number of Hidden Node,Number of Epochs,Norm Test RMSE,Norm Test MSE
0.2083922300751666,0.04342732155570117,0.2786526278715845,0.07764728701973975,4,4,0,77.21516806220923,5962.182178875216,
0.21079854756036248,0.044436027653558405,0.27888061469049286,0.07777439725014715,4,4,500,77.14517009338371,5951.377268737104,
0.21089089360118624,0.04447496900390686,0.2790019722113857,0.07784210049784283,4,4,1000,77.11840921613482,5947.249040027227,
0.21089824654511116,0.04447807039580249,0.27901166247691944,0.07784750779813443,4,4,1500,77.11626801297085,5946.918792248351,
0.2109015561822024,0.044479466400074684,0.2790160211641329,0.07784994006626383,4,4,2000,77.11530527741766,5946.770308029321,
0.2109034686668837,0.044480273095723194,0.27901853805648885,0.07785134457918033,4,4,2500,77.11474957298924,5946.684601704845,
0.21090472073293287,0.0444808012274364,0.2790201848679792,0.07785226356376129,4,4,3000,77.11438608972315,5946.628541994887,
0.21090560595440355,0.04448117462299415,0.27902134864602884,0.07785291300024877,4,4,3500,77.11412928627306,5946.5889355800355,
0.21090626564518633,0.04448145288839791,0.2790222156068686,0.07785339680216584,4,4,4000,77.11393801834399,5946.559436696997,
0.2109067765532718,0.04448166839609172,0.2790228868380138,0.07785377137941904,4,4,4500,77.11378995653128,5946.536601460023,
0.21090718405431744,0.044481840285721726,0.27902342208049763,0.07785407006951155,4,4,5000,77.11367190757424,5946.518395069004,
0.21090751673197952,0.044481980614050225,0.2790238589534478,0.07785431386527353,4,4,5500,77.11357556531523,5946.503536467581,
0.21090779350296882,0.044482097360290934,0.2790242223452804,0.07785451665538846,4,4,6000,77.1134954354627,5946.491178275126,
0.2109080273920299,0.04448219601839724,0.27902452938762073,0.07785468799998323,4,4,6500,77.11342773667965,5946.480737300114,
0.21090822766355055,0.044482280496180075,0.2790247922630148,0.07785483469741857,4,4,7000,77.11336978037208,5946.471798884402,
0.21090840108901984,0.04448235364992687,0.27902501987391787,0.07785496171564027,4,4,7500,77.11331960207595,5946.4640600519115,
0.21090855273363232,0.04448241761619537,0.2790252188782164,0.07785507277003659,4,4,8000,77.11327573278538,5946.457294240587,
0.2109086864624339,0.044482474025309256,0.2790253943553794,0.07785517069517499,4,4,8500,77.11323705186788,5946.451328617569,
0.2109088052762225,0.04448252414304354,0.2790255502484512,0.07785525769145098,4,4,9000,77.11320268948514,5946.4460290296165,
0.21090891154052077,0.04448256896720721,0.27902568966527797,0.077855335493184,4,4,9500,77.11317196009864,5946.441289747742,
0.2109090071453656,0.04448260929504387,0.2790258150886835,0.07785540548590421,4,4,10000,77.11314431607856,5946.437026312358,
0.21090909361913987,0.0444826457712471,0.2790259285261718,0.07785546878989233,4,4,10500,77.11311931466435,5946.433170437659,
0.21090917221118094,0.04448267892280558,0.27902603161854456,0.07785552632079303,4,4,11000,77.11309659399431,5946.429666314697,
0.21090924395271995,0.04448270918470794,0.2790261257200224,0.07785557883432573,4,4,11500,77.11307585542596,5946.4264678846785,
0.21090930970251326,0.044482736919190656,0.279026211958224,0.07785562695975574,4,4,12000,77.11305685030116,5946.423536797779,
0.21090937018146977,0.04448276243034425,0.27902629127968526,0.07785567122529577,4,4,12500,77.1130393699035,5946.420840864287,
0.21090942599925414,0.04448278597533486,0.27902636448481416,0.07785571207761235,4,4,13000,77.11302323774619,5946.418352865185,
0.21090947767495927,0.04448280777312414,0.27902643225506213,0.07785574989698879,4,4,13500,77.11300830357806,5946.416049627699,
0.2109095256533287,0.04448282801131212,0.2790264951742357,0.0778557850092178,4,4,14000,77.11299443868228,5946.413911300245,
0.21090957031761035,0.044482846851559024,0.27902655374538454,0.07785581769502598,4,4,14500,77.11298153215111,5946.411920777879,
0.21090961199983693,0.044482864433921764,0.2790266084043078,0.07785584819761093,4,4,15000,77.1129694879067,5946.410063242829,
0.21090965098910633,0.04448288088034664,0.27902665953043077,0.07785587672871094,4,4,15500,77.11295822230234,5946.408325794547,
0.2109096875383054,0.04448289629750562,0.2790267074556343,0.0778559034735321,4,4,16000,77.11294766217476,5946.406697149305,
0.21090972186960874,0.04448291077911571,0.279026752471481,0.07785592859478115,4,4,16500,77.11293774325077,5946.405167394469,
0.21090975417900668,0.04448292440784902,0.27902679483515813,0.07785595223598143,4,4,17000,77.11292840883645,5946.403727786335,
0.21090978464005247,0.04448293725691331,0.27902683477440055,0.07785597452422062,4,4,17500,77.11291960873162,5946.402370582706,
0.21090981340698198,0.04448294939136795,0.2790268724915855,0.07785599557243551,4,4,18000,77.11291129832658,5946.4010889035835,
0.21090984061733378,0.04448296086922914,0.27902690816717485,0.07785601548133302,4,4,18500,77.1129034378436,5946.399876614191,
0.21090986639414608,0.04448297174239655,0.2790269419625986,0.07785603434099937,4,4,19000,77.11289599170044,5946.398728226811,
0.21090989084782155,0.04448298205744,0.2790269740227026,0.07785605223226597,4,4,19500,77.11288892797114,5946.397638817615,
0.21090991407770407,0.04448299185626452,0.27902700447782053,0.07785606922786567,4,4,20000,77.11288221792886,5946.396603956167,
0.21090993617343795,0.04448300117668367,0.27902703344555635,0.07785608539342762,4,4,20500,77.11287583565314,5946.395619644858,
0.21090995721611588,0.04448301005290384,0.2790270610322909,0.07785610078831778,4,4,21000,77.11286975769727,5946.394682267582,
0.21090997727927974,0.04448301851594629,0.2790270873344977,0.07785611546637342,4,4,21500,77.11286396279877,5946.393788545109,
0.21090999642977704,0.044483026594008566,0.2790271124398665,0.0778561294765299,4,4,22000,77.11285843163127,5946.392935496806,
0.2109100147285092,0.044483034312779966,0.2790271364282829,0.07785614286336762,4,4,22500,77.11285314658863,5946.392120407344,
0.21091003223107366,0.04448304169571252,0.27902715937267536,0.07785615566758437,4,4,23000,77.1128480915983,5946.391340797914,
0.21091004898833318,0.0444830487642611,0.2790271813397599,0.07785616792641126,4,4,23500,77.11284325195714,5946.390594400912,
0.21091006504690632,0.04448305553809025,0.2790272023906819,0.07785617967397057,4,4,24000,77.11283861418966,5946.389879138059,
0.2109100804496046,0.04448306203525868,0.2790272225815942,0.0778561909415985,4,4,24500,77.11283416592103,5946.389193100838,
0.21091009523581042,0.04448306827237862,0.2790272419641499,0.07785620175812025,4,4,25000,77.11282989576803,5946.388534533657,
0.21091010944181335,0.04448307426475768,0.279027260585945,0.07785621215009687,4,4,25500,77.11282579324178,5946.387901818855,
0.2109101231011118,0.04448308002652613,0.27902727849091313,0.0778562221420456,4,4,26000,77.11282184866052,5946.3872934632545,
0.21091013624467222,0.0444830855707462,0.27902729571966806,0.07785623175663108,4,4,26500,77.11281805307434,5946.3867080865475,
0.21091014890116505,0.04448309090951161,0.279027312309809,0.07785624101483567,4,4,27000,77.11281439819746,5946.386144410849,
0.21091016109717586,0.04448309605403668,0.2790273282962025,0.0778562499361168,4,4,27500,77.1128108763466,5946.385601251199,
0.21091017285738867,0.04448310101473357,0.2790273437112194,0.07785625853853897,4,4,28000,77.11280748038844,5946.385077507452,
0.21091018420475346,0.044483105801283035,0.2790273585849576,0.0778562668388985,4,4,28500,77.11280420369062,5946.384572156726,
0.2109101951606373,0.04448311042269811,0.27902737294543534,0.07785627485283107,4,4,29000,77.112801040079,5946.384084246811,
0.21091020574495778,0.04448311488738042,0.2790273868187739,0.0778562825949137,4,4,29500,77.11279798379768,5946.38361288999,
0.21091021597630327,0.04448311920317089,0.2790274002293485,0.07785629007874906,4,4,30000,77.11279502947542,5946.383157257889,
0.21091022587204247,0.044483123377395975,0.2790274131999349,0.0778562973170472,4,4,30500,77.11279217209352,5946.382716576487,
0.21091023544842244,0.04448312741690899,0.27902742575183787,0.07785630432169738,4,4,31000,77.11278940695745,5946.382290121769,
0.21091024472066056,0.04448313132812893,0.2790274379050119,0.07785631110383526,4,4,31500,77.11278672967029,5946.381877215614,
0.2109102537030188,0.04448313511707176,0.27902744967815823,0.07785631767389713,4,4,32000,77.11278413611117,5946.38147722248,
0.21091026240888308,0.044483138789383925,0.2790274610888295,0.07785632404167825,4,4,32500,77.11278162241258,5946.381089545893,
0.21091027085082736,0.04448314235036936,0.27902747215351326,0.07785633021637961,4,4,33000,77.11277918494149,5946.3807136255455,
0.21091027904067547,0.04448314580501559,0.2790274828877124,0.07785633620665264,4,4,33500,77.11277682028195,5946.380348934613,
0.2109102869895531,0.044483149158015656,0.2790274933060152,0.07785634202063833,4,4,34000,77.11277452521958,5946.379994977354,
0.21091029470794206,0.04448315241379097,0.2790275034221651,0.07785634766600635,4,4,34500,77.11277229672608,5946.379651286726,
0.21091030220572515,0.04448315557651031,0.27902751324912084,0.07785635314998832,4,4,35000,77.11277013194623,5946.379317422379,
0.21091030949222775,0.04448315865010729,0.27902752279910936,0.07785635847940749,4,4,35500,77.112768028186,5946.378992968824,
0.21091031657625625,0.04448316163829663,0.2790275320836762,0.07785636366070696,4,4,36000,77.11276598290135,5946.378677533708,
0.21091032346613495,0.04448316454458968,0.2790275411137365,0.0778563686999779,4,4,36500,77.11276399368747,5946.378370746142,
0.2109103301697388,0.044483167372308244,0.27902754989961487,0.07785637360298206,4,4,37000,77.11276205826935,5946.3780722552665,
0.21091033669452067,0.04448317012459607,0.27902755845108307,0.07785637837517256,4,4,37500,77.11276017449406,5946.377781729037,
0.21091034304754275,0.04448317280443216,0.2790275667773999,0.07785638302171638,4,4,38000,77.11275834032153,5946.3774988528285,
0.21091034923549856,0.04448317541463997,0.27902757488734153,0.077856387547511,4,4,38500,77.11275655381816,5946.377223328424,
0.2109103552647402,0.04448317795789892,0.27902758278923556,0.07785639195720372,4,4,39000,77.1127548131491,5946.37695487285,
0.21091036114129574,0.0444831804367518,0.2790275904909854,0.07785639625520506,4,4,39500,77.11275311657305,5946.376693217547,
0.21091036687089418,0.044483182853615175,0.2790275980001018,0.07785640044570641,4,4,40000,77.11275146243518,5946.376438107299,
0.21091037245897948,0.04448318521078545,0.2790276053237221,0.07785640453269084,4,4,40500,77.11274984916291,5946.376189299574,
0.21091037791073078,0.044483187510447275,0.2790276124686362,0.07785640851994742,4,4,41000,77.11274827526029,5946.3759465636585,
0.21091038323107789,0.044483189754680144,0.27902761944130716,0.07785641241108293,4,4,41500,77.11274673930336,5946.375709679942,
0.210910388424714,0.04448319194546373,0.27902762624788796,0.07785641620953106,4,4,42000,77.1127452399365,5946.3754784393495,
0.2109103934961144,0.04448319408468582,0.27902763289424537,0.07785641991856576,4,4,42500,77.1127437758671,5946.37525264253,
0.2109103984495437,0.04448319617414529,0.27902763938597014,0.077856423541307,4,4,43000,77.11274234586338,5946.375032099511,
0.210910403289071,0.04448319821555857,0.2790276457283971,0.07785642708073189,4,4,43500,77.11274094875003,5946.37481662903,
0.21091040801858055,0.04448320021056412,0.2790276519266179,0.07785643053968182,4,4,44000,77.1127395834052,5946.374606058068,
0.21091041264178192,0.04448320216072673,0.2790276579854961,0.07785643392087098,4,4,44500,77.11273824875745,5946.37440022138,
0.21091041716221956,0.04448320406754148,0.27902766390967804,0.07785643722689224,4,4,45000,77.11273694378302,5946.374198961079,
0.21091042158328335,0.04448320593243831,0.27902766970360726,0.07785644046022536,4,4,45500,77.11273566750289,5946.374002126173,
0.21091042590821307,0.04448320775678384,0.2790276753715316,0.07785644362324082,4,4,46000,77.1127344189814,5946.373809572358,
0.21091043014011146,0.04448320954188684,0.2790276809175177,0.07785644671820806,4,4,46500,77.11273319732233,5946.373621161418,
0.21091043428194872,0.04448321128900021,0.27902768634546005,0.07785644974730042,4,4,47000,77.11273200166792,5946.37343676106,
0.21091043833656864,0.04448321299932352,0.2790276916590859,0.07785645271259793,4,4,47500,77.11273083119684,5946.373256244617,
0.21091044230669828,0.0444832146740071,0.27902769686197054,0.07785645561609573,4,4,48000,77.11272968512152,5946.373079490622,
0.21091044619495175,0.04448321631415364,0.2790277019575405,0.07785645845970605,4,4,48500,77.11272856268695,5946.372906382636,
0.2109104500038349,0.04448321792082014,0.2790277069490808,0.0778564612452621,4,4,49000,77.11272746316943,5946.372736809046,
