Training RMSE,Training MSE,Test RMSE,Test MSE,Number of Inputs Node,Number of Hidden Node,Number of Epochs
0.350499297,0.122849757,0.395692921,0.156572888,5,2,0
0.348492279,0.121446868,0.396062878,0.156865803,5,2,10
0.354349739,0.125563738,0.398343517,0.158677558,5,2,20
0.362230294,0.131210786,0.401746584,0.161400318,5,2,30
0.370083002,0.136961428,0.405689016,0.164583577,5,2,40
0.376700487,0.141903257,0.40953536,0.167719211,5,2,50
0.381895662,0.145844297,0.412937149,0.170517089,5,2,60
0.385894728,0.148914741,0.415801939,0.172891253,5,2,70
0.389008655,0.151327734,0.418174874,0.174870225,5,2,80
0.391499747,0.153272052,0.420141368,0.176518769,5,2,90
0.393557458,0.154887472,0.421782304,0.177900312,5,2,100
0.395310743,0.156270583,0.423162221,0.179066265,5,2,110
0.396845118,0.157486048,0.42432992,0.180055881,5,2,120
0.398216406,0.158576306,0.425322134,0.180898917,5,2,130
0.399460746,0.159568888,0.426167133,0.181618426,5,2,140
0.400601754,0.160481765,0.426887473,0.182232915,5,2,150
0.401655461,0.16132711,0.427501775,0.182757768,5,2,160
0.402633448,0.162113693,0.428025784,0.183206071,5,2,170
0.40354461,0.162848252,0.428472973,0.183589089,5,2,180
0.40439606,0.163536173,0.428854938,0.183916558,5,2,190
0.405193567,0.164181827,0.429181682,0.184196916,5,2,200
0.405941799,0.164788744,0.429461851,0.184437482,5,2,210
0.406644503,0.165359752,0.429702912,0.184644593,5,2,220
0.407304675,0.165897099,0.429911282,0.18482371,5,2,230
0.407924726,0.166402582,0.43009242,0.18497949,5,2,240
0.408506637,0.166877673,0.430250905,0.185115841,5,2,250
0.409052103,0.167323623,0.430390493,0.185235976,5,2,260
0.409562643,0.167741559,0.430514199,0.185342476,5,2,270
0.410039684,0.168132542,0.430624381,0.185437357,5,2,280
0.410484615,0.16849762,0.430722831,0.185522158,5,2,290
0.410898824,0.168837843,0.430810885,0.185598018,5,2,300
0.411283699,0.169154281,0.430889515,0.185665774,5,2,310
0.41164064,0.169448016,0.430959428,0.185726028,5,2,320
0.41197104,0.169720138,0.431021141,0.185779224,5,2,330
0.41227628,0.169971731,0.431075053,0.185825702,5,2,340
0.412557713,0.170203866,0.431121489,0.185865739,5,2,350
0.412816653,0.170417589,0.431160741,0.185899585,5,2,360
0.413054365,0.170613909,0.431193093,0.185927483,5,2,370
0.413272057,0.170793793,0.431218835,0.185949684,5,2,380
0.413470873,0.170958163,0.431238276,0.18596645,5,2,390
0.413651894,0.171107889,0.431251744,0.185978067,5,2,400
0.413816132,0.171243791,0.43125959,0.185984834,5,2,410
0.413964537,0.171366638,0.431262186,0.185987073,5,2,420
0.414097995,0.17147715,0.43125992,0.185985119,5,2,430
0.414217334,0.171576,0.431253197,0.18597932,5,2,440
0.414323328,0.17166382,0.431242433,0.185970036,5,2,450
0.4144167,0.171741202,0.431228052,0.185957633,5,2,460
0.414498132,0.171808702,0.431210482,0.185942479,5,2,470
0.414568264,0.171866846,0.43119015,0.185924946,5,2,480
0.414627702,0.171916131,0.431167483,0.185905398,5,2,490
0.414677019,0.17195703,0.431142895,0.185884196,5,2,500
0.414716765,0.171989995,0.431116794,0.18586169,5,2,510
0.41474746,0.172015456,0.431089566,0.185838214,5,2,520
0.414769605,0.172033826,0.431061581,0.185814087,5,2,530
0.414783679,0.172045501,0.431033184,0.185789606,5,2,540
0.414790139,0.172050859,0.431004691,0.185765044,5,2,550
0.41478942,0.172050263,0.430976389,0.185740648,5,2,560
0.414781938,0.172044056,0.430948526,0.185716632,5,2,570
0.414768081,0.172032561,0.430921314,0.185693179,5,2,580
0.414748214,0.172016081,0.430894924,0.185670435,5,2,590
0.41472267,0.171994893,0.430869476,0.185648505,5,2,600
0.414691754,0.171969251,0.430845045,0.185627453,5,2,610
0.414655729,0.171939374,0.430821651,0.185607295,5,2,620
0.414614823,0.171905451,0.430799254,0.185587997,5,2,630
0.414569214,0.171867633,0.430777752,0.185569471,5,2,640
0.414519033,0.171826029,0.430756975,0.185551572,5,2,650
0.414464355,0.171780702,0.43073668,0.185534087,5,2,660
0.414405195,0.171731666,0.430716542,0.185516739,5,2,670
0.414341503,0.171678881,0.430696153,0.185499176,5,2,680
0.414273158,0.17162225,0.430675013,0.185480967,5,2,690
0.414199972,0.171561617,0.430652528,0.1854616,5,2,700
0.414121677,0.171496764,0.430628007,0.18544048,5,2,710
0.414037938,0.171427414,0.43060066,0.185416928,5,2,720
0.413948349,0.171353235,0.430569606,0.185390186,5,2,730
0.413852443,0.171273845,0.430533879,0.185359421,5,2,740
0.41374971,0.171188822,0.430492446,0.185323746,5,2,750
0.413639607,0.171097725,0.430444229,0.185282234,5,2,760
0.41352159,0.171000105,0.430388132,0.185233944,5,2,770
0.413395138,0.17089554,0.430323078,0.185177951,5,2,780
0.413259789,0.170783653,0.430248047,0.185113382,5,2,790
0.413115175,0.170664148,0.430162115,0.185039445,5,2,800
0.412961065,0.170536841,0.43006449,0.184955466,5,2,810
0.412797394,0.170401688,0.429954541,0.184860907,5,2,820
0.412624305,0.170258817,0.429831815,0.184755389,5,2,830
0.412442179,0.170108551,0.429696045,0.184638691,5,2,840
0.412251653,0.169951425,0.429547146,0.184510751,5,2,850
0.412053644,0.169788206,0.429385204,0.184371653,5,2,860
0.411849363,0.169619897,0.429210463,0.184221622,5,2,870
0.411640322,0.169447754,0.429023329,0.184061017,5,2,880
0.411428352,0.169273289,0.428824397,0.183890363,5,2,890
0.411215622,0.169098288,0.428614528,0.183710414,5,2,900
0.411004661,0.168924832,0.428394983,0.183522261,5,2,910
0.410798382,0.16875531,0.42816762,0.183327511,5,2,920
0.410600071,0.168592418,0.427935146,0.183128489,5,2,930
0.410413316,0.16843909,0.427701346,0.182928441,5,2,940
0.410241798,0.168298333,0.427471198,0.182731625,5,2,950
0.41008892,0.168172922,0.427250724,0.182543181,5,2,960
0.409957294,0.168064983,0.427046462,0.182368681,5,2,970
0.409848238,0.167975578,0.426864607,0.182213393,5,2,980
0.409761502,0.167904488,0.426710051,0.182081467,5,2,990
0.4096954,0.167850321,0.426585711,0.181975369,5,2,1000
0.409647309,0.167810917,0.426492419,0.181895784,5,2,1010
0.4096143,0.167783875,0.426429338,0.18184198,5,2,1020
0.409593662,0.167766968,0.426394671,0.181812415,5,2,1030
0.409583182,0.167758383,0.426386352,0.181805322,5,2,1040
0.409581225,0.16775678,0.426402559,0.181819142,5,2,1050
0.409586687,0.167761254,0.426441995,0.181852775,5,2,1060
0.40959889,0.167771251,0.426504009,0.181905669,5,2,1070
0.409617482,0.167786482,0.426588564,0.181977803,5,2,1080
0.409642333,0.167806841,0.426696131,0.182069588,5,2,1090
0.409673446,0.167832332,0.426827474,0.182181692,5,2,1100
0.409710867,0.167862994,0.426983337,0.18231477,5,2,1110
0.40975458,0.167898816,0.427164004,0.182469086,5,2,1120
0.409804393,0.167939641,0.42736875,0.182644048,5,2,1130
0.40985981,0.167985064,0.427595254,0.182837701,5,2,1140
0.409919923,0.168034343,0.427839148,0.183046337,5,2,1150
0.409983359,0.168086355,0.428093944,0.183264424,5,2,1160
0.410048326,0.168139629,0.428351529,0.183485033,5,2,1170
0.410112765,0.16819248,0.428603248,0.183700744,5,2,1180
0.410174611,0.168243211,0.428841242,0.183904811,5,2,1190
0.410232049,0.168290334,0.429059606,0.184092145,5,2,1200
0.410283721,0.168332732,0.42925495,0.184259812,5,2,1210
0.410328798,0.168369722,0.429426322,0.184406966,5,2,1220
0.410366952,0.168401035,0.429574666,0.184534393,5,2,1230
0.410398239,0.168426715,0.429702126,0.184643917,5,2,1240
0.410422965,0.16844701,0.42981142,0.184737857,5,2,1250
0.410441554,0.168462269,0.429905379,0.184818635,5,2,1260
0.410454445,0.168472852,0.429986666,0.184888533,5,2,1270
0.410462028,0.168479076,0.430057633,0.184949568,5,2,1280
0.410464589,0.168481179,0.430120263,0.18500344,5,2,1290
0.410462297,0.168479298,0.430176162,0.18505153,5,2,1300
0.410455194,0.168473466,0.430226575,0.185094906,5,2,1310
0.410443204,0.168463623,0.430272413,0.18513435,5,2,1320
0.410426162,0.168449634,0.430314284,0.185170383,5,2,1330
0.410403855,0.168431324,0.430352531,0.185203301,5,2,1340
0.410376074,0.168408522,0.430387288,0.185233218,5,2,1350
0.410342676,0.168381112,0.43041854,0.18526012,5,2,1360
0.410303635,0.168349073,0.430446197,0.185283928,5,2,1370
0.410259076,0.16831251,0.430470167,0.185304565,5,2,1380
0.410209278,0.168271652,0.430490422,0.185322003,5,2,1390
0.410154634,0.168226824,0.430507038,0.18533631,5,2,1400
0.410095594,0.168178397,0.430520213,0.185347653,5,2,1410
0.410032589,0.168126724,0.430530254,0.185356299,5,2,1420
0.40996596,0.168072089,0.43053755,0.185362582,5,2,1430
0.40989592,0.168014665,0.430542536,0.185366875,5,2,1440
0.409822522,0.167954499,0.430545655,0.185369561,5,2,1450
0.409745677,0.16789152,0.430547338,0.18537101,5,2,1460
0.409665187,0.167825566,0.430547982,0.185371565,5,2,1470
0.40958082,0.167756448,0.430547949,0.185371536,5,2,1480
0.409492434,0.167684054,0.430547565,0.185371206,5,2,1490
0.409400184,0.167608511,0.430547128,0.18537083,5,2,1500
0.409304815,0.167530431,0.43054692,0.18537065,5,2,1510
0.409208037,0.167451217,0.430547206,0.185370897,5,2,1520
0.409112841,0.167373317,0.430548238,0.185371785,5,2,1530
0.409023445,0.167300179,0.43055024,0.185373509,5,2,1540
0.408944521,0.167235622,0.43055338,0.185376213,5,2,1550
0.408879787,0.16718268,0.430557752,0.185379977,5,2,1560
0.408830732,0.167142568,0.430563364,0.185384811,5,2,1570
0.408796379,0.167114479,0.430570166,0.185390668,5,2,1580
0.408774114,0.167096276,0.430578075,0.185397479,5,2,1590
0.408760842,0.167085426,0.430587016,0.185405178,5,2,1600
0.408753784,0.167079656,0.430596932,0.185413718,5,2,1610
0.408750799,0.167077215,0.430607796,0.185423074,5,2,1620
0.408750373,0.167076867,0.430619603,0.185433243,5,2,1630
0.408751496,0.167077785,0.430632374,0.185444241,5,2,1640
0.408753509,0.167079431,0.43064614,0.185456097,5,2,1650
0.408755986,0.167081456,0.430660945,0.185468849,5,2,1660
0.408758643,0.167083629,0.430676839,0.18548254,5,2,1670
0.408761282,0.167085786,0.430693872,0.185497211,5,2,1680
0.408763742,0.167087797,0.43071209,0.185512904,5,2,1690
0.408765874,0.16708954,0.430731524,0.185529646,5,2,1700
0.408767513,0.167090879,0.430752186,0.185547446,5,2,1710
0.408768456,0.167091651,0.430774046,0.185566279,5,2,1720
0.408768438,0.167091636,0.430797016,0.185586069,5,2,1730
0.408767096,0.167090539,0.430820911,0.185606658,5,2,1740
0.408763932,0.167087952,0.430845409,0.185627766,5,2,1750
0.40875825,0.167083307,0.430869974,0.185648935,5,2,1760
0.408749077,0.167075808,0.430893766,0.185669438,5,2,1770
0.408735048,0.167064339,0.430915501,0.185688169,5,2,1780
0.408714244,0.167047333,0.430933276,0.185703489,5,2,1790
0.408683996,0.167022609,0.430944379,0.185713058,5,2,1800
0.408640706,0.166987226,0.43094516,0.185713731,5,2,1810
0.408579889,0.166937525,0.430931263,0.185701753,5,2,1820
0.408496836,0.166869665,0.430898715,0.185673703,5,2,1830
0.408388171,0.166780899,0.430846254,0.185628494,5,2,1840
0.40825353,0.166670945,0.430777874,0.185569577,5,2,1850
0.408095548,0.166541977,0.430702803,0.185504905,5,2,1860
0.407917764,0.166396902,0.430631667,0.185443633,5,2,1870
0.407722563,0.166237688,0.430571978,0.185392228,5,2,1880
0.407510774,0.166065031,0.430526492,0.18535306,5,2,1890
0.407282395,0.165878949,0.43049433,0.185325369,5,2,1900
0.407037428,0.165679468,0.430472893,0.185306912,5,2,1910
0.406776453,0.165467083,0.430459271,0.185295184,5,2,1920
0.406500905,0.165242986,0.430450956,0.185288025,5,2,1930
0.40621315,0.165009124,0.430446055,0.185283806,5,2,1940
0.405916394,0.164768119,0.430443256,0.185281396,5,2,1950
0.40561445,0.164523082,0.430441705,0.185280061,5,2,1960
0.405311405,0.164277335,0.430440871,0.185279343,5,2,1970
0.405011269,0.164034128,0.430440437,0.18527897,5,2,1980
0.404717702,0.163796418,0.430440222,0.185278785,5,2,1990
0.404433937,0.16356681,0.430440123,0.1852787,5,2,2000
0.404162961,0.163347699,0.430440084,0.185278666,5,2,2010
0.403907874,0.163141571,0.430440074,0.185278657,5,2,2020
0.403672178,0.162951227,0.430440078,0.18527866,5,2,2030
0.403459489,0.162779559,0.430440087,0.185278668,5,2,2040
0.403272238,0.162628498,0.430440097,0.185278677,5,2,2050
0.403109831,0.162497536,0.430440108,0.185278686,5,2,2060
0.402968173,0.162383349,0.430440118,0.185278695,5,2,2070
0.402841768,0.16228149,0.430440127,0.185278703,5,2,2080
0.402726509,0.162188641,0.430440136,0.185278711,5,2,2090
0.402620671,0.162103405,0.430440144,0.185278718,5,2,2100
0.402524135,0.162025679,0.430440152,0.185278725,5,2,2110
0.402437271,0.161955757,0.43044016,0.185278731,5,2,2120
