Training RMSE,Training MSE,Test RMSE,Test MSE,Number of Inputs Node,Number of Hidden Node,Number of Epochs
0.467161265,0.218239647,0.44817959,0.200864945,6,5,0
0.468957362,0.219921008,0.454156285,0.206257931,6,5,10
0.480074525,0.23047155,0.468518411,0.219509501,6,5,20
0.496697735,0.24670864,0.484386704,0.234630479,6,5,30
0.515948537,0.266202893,0.497813757,0.247818537,6,5,40
0.534991241,0.286215628,0.50876095,0.258837704,6,5,50
0.551981215,0.304683262,0.517565644,0.267874196,6,5,60
0.566205073,0.320588185,0.524465323,0.275063875,6,5,70
0.5777512,0.333796449,0.529841839,0.280732374,6,5,80
0.587035328,0.344610477,0.53408206,0.285243647,6,5,90
0.594516079,0.353449368,0.537486994,0.288892268,6,5,100
0.600592185,0.360710973,0.540276261,0.291898438,6,5,110
0.605579556,0.366726599,0.54261264,0.294428477,6,5,120
0.609715542,0.371753042,0.544617242,0.29660794,6,5,130
0.613173369,0.37598158,0.546375914,0.298526639,6,5,140
0.616079086,0.37955344,0.547942756,0.300241264,6,5,150
0.618526346,0.382574841,0.549344593,0.301779482,6,5,160
0.62058748,0.38512882,0.550587538,0.303146637,6,5,170
0.622320928,0.387283337,0.551664861,0.304334119,6,5,180
0.623775463,0.389095828,0.552564581,0.305327616,6,5,190
0.624992022,0.390615027,0.553275645,0.30611394,6,5,200
0.626004389,0.391881495,0.55379226,0.306685868,6,5,210
0.626839776,0.392928104,0.554116391,0.307044975,6,5,220
0.62751976,0.393781049,0.554258526,0.307202513,6,5,230
0.628061532,0.394461288,0.554236879,0.307178518,6,5,240
0.628479157,0.39498605,0.554075421,0.306999572,6,5,250
0.628784611,0.395370087,0.553801288,0.306695867,6,5,260
0.628988495,0.395626527,0.553442184,0.306298251,6,5,270
0.629100465,0.395767395,0.553024218,0.305835785,6,5,280
0.629129464,0.395803883,0.552570449,0.305334101,6,5,290
0.62908388,0.395746528,0.552100178,0.304814606,6,5,300
0.628971645,0.39560533,0.55162888,0.304294422,6,5,310
0.628800328,0.395389852,0.551168575,0.303786798,6,5,320
0.628577186,0.395109279,0.550728355,0.303301721,6,5,330
0.628309199,0.39477245,0.55031485,0.302846434,6,5,340
0.628003088,0.394387879,0.549932475,0.302425727,6,5,350
0.627665342,0.393963782,0.54958345,0.302041968,6,5,360
0.62730225,0.393508112,0.549267704,0.301695011,6,5,370
0.626919906,0.393028568,0.548982876,0.301382199,6,5,380
0.626524125,0.392532479,0.548724563,0.301098647,6,5,390
0.626120192,0.392026494,0.548486892,0.30083787,6,5,400
0.625712425,0.391516039,0.548263298,0.300592644,6,5,410
0.625303581,0.391004568,0.548047343,0.30035589,6,5,420
0.624894165,0.390492717,0.547833354,0.300121384,6,5,430
0.624481774,0.389977486,0.547616802,0.299884162,6,5,440
0.624060551,0.389451572,0.547394344,0.299640568,6,5,450
0.623620956,0.388903096,0.547163627,0.299388035,6,5,460
0.623150218,0.388316194,0.54692297,0.299124735,6,5,470
0.62263404,0.387673147,0.546671083,0.298849273,6,5,480
0.62206005,0.386958706,0.546406925,0.298560527,6,5,490
0.621422891,0.386166409,0.546129733,0.298257685,6,5,500
0.620729483,0.385305091,0.545839246,0.297940483,6,5,510
0.620001764,0.384402188,0.5455363,0.297609855,6,5,520
0.619274824,0.383501307,0.545224356,0.297269599,6,5,530
0.618592042,0.382656115,0.544912298,0.296929412,6,5,540
0.618002912,0.381927599,0.544616731,0.296607384,6,5,550
0.617566443,0.381388312,0.544359395,0.29632715,6,5,560
0.617351061,0.381122332,0.544158001,0.29610793,6,5,570
0.617418965,0.381206178,0.544017628,0.29595518,6,5,580
0.617801728,0.381678975,0.543930906,0.29586083,6,5,590
0.618486456,0.382525497,0.543884729,0.295810598,6,5,600
0.619421214,0.38368264,0.543866202,0.295790445,6,5,610
0.620534079,0.385062543,0.543865112,0.29578926,6,5,620
0.621754686,0.38657889,0.543874188,0.295799132,6,5,630
0.62302918,0.388165359,0.543888637,0.29581485,6,5,640
0.624325723,0.389782608,0.543905532,0.295833228,6,5,650
0.625632307,0.391415783,0.543923159,0.295852403,6,5,660
0.626947888,0.393063655,0.543940356,0.295871111,6,5,670
0.62826483,0.394716696,0.543955892,0.295888012,6,5,680
0.629545522,0.396327565,0.543968067,0.295901258,6,5,690
0.630717913,0.397805085,0.54397493,0.295908724,6,5,700
0.631713254,0.399061636,0.543975232,0.295909053,6,5,710
0.632506761,0.400064802,0.5439692,0.29590249,6,5,720
0.633114809,0.400834361,0.543958296,0.295890628,6,5,730
0.633571875,0.401413321,0.543944417,0.295875528,6,5,740
0.63391644,0.401850053,0.543929175,0.295858948,6,5,750
0.634183353,0.402188525,0.543913457,0.295841849,6,5,760
0.634397057,0.402459626,0.543897412,0.295824394,6,5,770
0.634569287,0.40267818,0.543880837,0.295806364,6,5,780
0.634705326,0.40285085,0.543863517,0.295787525,6,5,790
0.634810175,0.402983958,0.54384525,0.295767656,6,5,800
0.634889409,0.403084562,0.543825764,0.295746462,6,5,810
0.63494822,0.403159242,0.543804692,0.295723543,6,5,820
0.634990811,0.40321333,0.543781589,0.295698417,6,5,830
0.635020248,0.403250716,0.543755968,0.295670553,6,5,840
0.635038533,0.403273939,0.543727333,0.295639412,6,5,850
0.635046765,0.403284394,0.543695218,0.29560449,6,5,860
0.635045332,0.403282574,0.543659221,0.295565349,6,5,870
0.635034102,0.403268311,0.543619047,0.295521669,6,5,880
0.635012599,0.403241001,0.543574542,0.295473282,6,5,890
0.634980166,0.403199811,0.543525729,0.295420218,6,5,900
0.634936109,0.403143862,0.543472841,0.295362729,6,5,910
0.634879831,0.4030724,0.54341633,0.295301308,6,5,920
0.63481096,0.402984955,0.543356867,0.295236685,6,5,930
0.634729456,0.402881482,0.543295318,0.295169802,6,5,940
0.634635719,0.402762496,0.543232695,0.295101761,6,5,950
0.634530689,0.402629196,0.543170099,0.295033756,6,5,960
0.634415932,0.402483575,0.543108644,0.294966999,6,5,970
0.634293714,0.402328515,0.543049385,0.294902634,6,5,980
0.634167045,0.402167841,0.542993248,0.294841667,6,5,990
0.634039657,0.402006287,0.542940984,0.294784912,6,5,1000
0.633915874,0.401849336,0.54289313,0.294732951,6,5,1010
0.633800346,0.401702878,0.542850003,0.294686126,6,5,1020
0.633697636,0.401572694,0.542811701,0.294644542,6,5,1030
0.633611723,0.401463815,0.542778129,0.294608097,6,5,1040
0.633545509,0.401379912,0.542749035,0.294576515,6,5,1050
0.633500491,0.401322872,0.542724047,0.294549391,6,5,1060
0.633476673,0.401292695,0.542702718,0.29452624,6,5,1070
0.633472768,0.401287747,0.542684555,0.294506526,6,5,1080
0.633486607,0.401305281,0.542669055,0.294489703,6,5,1090
0.633515652,0.401342082,0.542655717,0.294475227,6,5,1100
0.633557501,0.401395108,0.542644057,0.294462572,6,5,1110
0.63361032,0.401462038,0.542633607,0.294451231,6,5,1120
0.633673197,0.401541721,0.542623923,0.294440722,6,5,1130
0.633746427,0.401634534,0.542614585,0.294430588,6,5,1140
0.633831708,0.401742634,0.542605212,0.294420416,6,5,1150
0.633932078,0.40186988,0.542595482,0.294409858,6,5,1160
0.634051104,0.402020803,0.542585174,0.294398671,6,5,1170
0.634190368,0.402197423,0.542574189,0.29438675,6,5,1180
0.634344783,0.402393304,0.542562529,0.294374098,6,5,1190
0.634498518,0.402588369,0.542550205,0.294360725,6,5,1200
0.634628612,0.402753476,0.542537202,0.294346615,6,5,1210
0.634717945,0.40286687,0.542523673,0.294331936,6,5,1220
0.634765502,0.402927243,0.54251019,0.294317307,6,5,1230
0.634783984,0.402950706,0.542497604,0.29430365,6,5,1240
0.634790357,0.402958798,0.542486621,0.294291734,6,5,1250
0.634798611,0.402969276,0.542477544,0.294281885,6,5,1260
0.634817116,0.402992771,0.542470305,0.294274032,6,5,1270
0.63484889,0.403033113,0.542464656,0.294267903,6,5,1280
0.634893052,0.403089188,0.542460304,0.294263181,6,5,1290
0.634946603,0.403157188,0.542456992,0.294259588,6,5,1300
0.635005918,0.403232515,0.542454511,0.294256897,6,5,1310
0.635067694,0.403310976,0.5424527,0.294254932,6,5,1320
0.635129352,0.403389293,0.542451434,0.294253558,6,5,1330
0.635189077,0.403465163,0.542450613,0.294252667,6,5,1340
0.635245709,0.403537111,0.542450159,0.294252175,6,5,1350
0.635298576,0.403604281,0.542450008,0.294252012,6,5,1360
0.635347349,0.403666253,0.54245011,0.294252122,6,5,1370
0.635391923,0.403722896,0.542450419,0.294252457,6,5,1380
0.635432338,0.403774256,0.542450899,0.294252978,6,5,1390
0.635468719,0.403820492,0.542451519,0.294253651,6,5,1400
0.635501238,0.403861823,0.542452251,0.294254444,6,5,1410
0.635530092,0.403898498,0.542453068,0.294255331,6,5,1420
0.635555486,0.403930776,0.54245395,0.294256288,6,5,1430
0.635577627,0.403958919,0.542454875,0.294257292,6,5,1440
0.635596713,0.403983182,0.542455825,0.294258322,6,5,1450
0.635612939,0.404003809,0.542456779,0.294259358,6,5,1460
0.63562649,0.404021035,0.542457723,0.294260381,6,5,1470
0.635637544,0.404035087,0.54245864,0.294261376,6,5,1480
0.63564627,0.404046181,0.542459513,0.294262324,6,5,1490
0.635652833,0.404054524,0.542460331,0.294263211,6,5,1500
0.63565739,0.404060318,0.542461079,0.294264022,6,5,1510
0.635660096,0.404063758,0.542461745,0.294264745,6,5,1520
0.6356611,0.404065034,0.542462319,0.294265367,6,5,1530
0.63566055,0.404064334,0.542462791,0.29426588,6,5,1540
0.635658591,0.404061845,0.542463155,0.294266274,6,5,1550
0.635655371,0.404057751,0.542463402,0.294266542,6,5,1560
0.635651037,0.40405224,0.542463529,0.29426668,6,5,1570
0.635645738,0.404045505,0.542463532,0.294266683,6,5,1580
0.635639631,0.404037741,0.542463409,0.29426655,6,5,1590
0.635632878,0.404029155,0.542463161,0.294266281,6,5,1600
0.635625647,0.404019963,0.542462789,0.294265877,6,5,1610
0.635618118,0.404010391,0.542462295,0.294265342,6,5,1620
0.635610478,0.40400068,0.542461685,0.29426468,6,5,1630
0.635602927,0.403991081,0.542460965,0.294263898,6,5,1640
0.63559567,0.403981856,0.542460141,0.294263005,6,5,1650
0.63558892,0.403973276,0.542459222,0.294262008,6,5,1660
0.635582892,0.403965612,0.542458219,0.294260919,6,5,1670
0.635577797,0.403959136,0.542457141,0.294259749,6,5,1680
0.635573841,0.403954107,0.542455999,0.294258511,6,5,1690
0.635571213,0.403950767,0.542454805,0.294257216,6,5,1700
0.63557008,0.403949327,0.542453572,0.294255877,6,5,1710
0.635570582,0.403949965,0.54245231,0.294254509,6,5,1720
0.635572821,0.403952811,0.542451032,0.294253122,6,5,1730
0.635576862,0.403957947,0.542449748,0.294251729,6,5,1740
0.635582723,0.403965398,0.542448469,0.294250342,6,5,1750
0.635590381,0.403975132,0.542447206,0.294248971,6,5,1760
0.635599768,0.403987065,0.542445967,0.294247627,6,5,1770
0.63561078,0.404001063,0.542444761,0.294246319,6,5,1780
0.635623275,0.404016948,0.542443594,0.294245053,6,5,1790
0.635637091,0.404034511,0.542442474,0.294243838,6,5,1800
0.635652042,0.404053518,0.542441406,0.294242679,6,5,1810
0.635667935,0.404073724,0.542440394,0.294241581,6,5,1820
0.635684576,0.40409488,0.542439443,0.29424055,6,5,1830
0.635701774,0.404116745,0.542438557,0.294239588,6,5,1840
0.635719347,0.404139088,0.542437736,0.294238698,6,5,1850
0.63573713,0.404161699,0.542436985,0.294237882,6,5,1860
0.635754975,0.404184388,0.542436303,0.294237143,6,5,1870
0.635772751,0.404206991,0.542435693,0.294236481,6,5,1880
0.635790347,0.404229366,0.542435154,0.294235896,6,5,1890
0.635807673,0.404251396,0.542434687,0.294235389,6,5,1900
0.635824652,0.404272988,0.542434291,0.29423496,6,5,1910
0.635841228,0.404294067,0.542433967,0.294234608,6,5,1920
0.635857357,0.404314578,0.542433713,0.294234333,6,5,1930
0.635873008,0.404334482,0.542433528,0.294234133,6,5,1940
0.635888162,0.404353754,0.542433413,0.294234007,6,5,1950
