Training RMSE,Training MSE,Test RMSE,Test MSE,Number of Inputs Node,Number of Hidden Node,Number of Epochs
0.29032507,0.084288646,0.251137875,0.063070232,6,3,0
0.278794173,0.077726191,0.254130858,0.064582493,6,3,10
0.284593496,0.080993458,0.26323198,0.069291075,6,3,20
0.297011456,0.088215805,0.277934641,0.077247665,6,3,30
0.31620565,0.099986013,0.294049538,0.086465131,6,3,40
0.336377802,0.113150026,0.308376576,0.095096113,6,3,50
0.352385332,0.124175422,0.319122379,0.101839093,6,3,60
0.363410307,0.132067051,0.326449032,0.10656897,6,3,70
0.37076428,0.137466151,0.331390946,0.109819959,6,3,80
0.375771877,0.141204504,0.33480248,0.112092701,6,3,90
0.379310834,0.143876709,0.337224931,0.113720654,6,3,100
0.381911566,0.145856444,0.338987242,0.11491235,6,3,110
0.383893664,0.147374345,0.340293202,0.115799463,6,3,120
0.385454372,0.148575073,0.341273382,0.116467521,6,3,130
0.386719145,0.149551697,0.342014325,0.116973798,6,3,140
0.38777012,0.150365666,0.342575156,0.117357737,6,3,150
0.388662464,0.151058511,0.342997368,0.117647195,6,3,160
0.389434074,0.151658898,0.343310797,0.117862303,6,3,170
0.390111501,0.152186984,0.343537398,0.118017944,6,3,180
0.390713704,0.152657198,0.343693711,0.118125367,6,3,190
0.391254472,0.153080062,0.343792495,0.11819328,6,3,200
0.39174404,0.153463393,0.343843838,0.118228585,6,3,210
0.392190167,0.153813127,0.34385591,0.118236887,6,3,220
0.392598879,0.154133879,0.343835484,0.11822284,6,3,230
0.392974964,0.154429322,0.34378829,0.118190389,6,3,240
0.393322327,0.154702453,0.343719258,0.118142928,6,3,250
0.393644227,0.154955777,0.343632682,0.11808342,6,3,260
0.393943436,0.155191431,0.343532331,0.118014463,6,3,270
0.394222362,0.155411271,0.343421527,0.117938345,6,3,280
0.39448312,0.155616932,0.343303187,0.117857079,6,3,290
0.394727591,0.155809871,0.343179869,0.117772422,6,3,300
0.394957465,0.155991399,0.343053787,0.117685901,6,3,310
0.395174263,0.156162698,0.34292684,0.117598818,6,3,320
0.395379365,0.156324842,0.342800628,0.117512271,6,3,330
0.395574023,0.156478807,0.342676475,0.117427166,6,3,340
0.395759376,0.156625484,0.342555444,0.117344232,6,3,350
0.395936464,0.156765684,0.342438368,0.117264036,6,3,360
0.396106232,0.156900147,0.342325867,0.117186999,6,3,370
0.396269542,0.15702955,0.342218377,0.117113417,6,3,380
0.396427179,0.157154508,0.342116173,0.117043476,6,3,390
0.396579859,0.157275585,0.342019396,0.116977267,6,3,400
0.396728235,0.157393292,0.341928074,0.116914808,6,3,410
0.396872898,0.157508097,0.341842147,0.116856054,6,3,420
0.397014388,0.157620424,0.341761486,0.116800913,6,3,430
0.397153193,0.157730658,0.341685909,0.11674926,6,3,440
0.397289755,0.157839149,0.3416152,0.116700945,6,3,450
0.397424473,0.157946212,0.34154912,0.116655801,6,3,460
0.397557707,0.15805213,0.341487419,0.116613657,6,3,470
0.397689775,0.158157157,0.341429841,0.116574336,6,3,480
0.397820964,0.15826152,0.341376135,0.116537666,6,3,490
0.397951524,0.158365416,0.341326057,0.116503477,6,3,500
0.398081674,0.158469019,0.341279372,0.11647161,6,3,510
0.398211602,0.15857248,0.34123586,0.116441912,6,3,520
0.398341466,0.158675924,0.341195314,0.116414242,6,3,530
0.398471398,0.158779455,0.341157541,0.116388468,6,3,540
0.398601503,0.158883159,0.341122362,0.116364466,6,3,550
0.39873186,0.158987096,0.341089611,0.116342123,6,3,560
0.398862524,0.159091313,0.341059135,0.116321334,6,3,570
0.398993528,0.159195836,0.341030793,0.116302002,6,3,580
0.399124884,0.159300673,0.341004455,0.116284038,6,3,590
0.399256585,0.159405821,0.340979999,0.11626736,6,3,600
0.399388604,0.159511257,0.340957314,0.11625189,6,3,610
0.399520899,0.159616949,0.340936297,0.116237558,6,3,620
0.399653414,0.159722851,0.34091685,0.116224298,6,3,630
0.399786078,0.159828908,0.340898884,0.116212049,6,3,640
0.399918811,0.159935055,0.340882315,0.116200753,6,3,650
0.400051521,0.160041219,0.340867066,0.116190357,6,3,660
0.400184109,0.160147321,0.340853063,0.116180811,6,3,670
0.400316472,0.160253278,0.340840238,0.116172068,6,3,680
0.4004485,0.160359001,0.340828528,0.116164085,6,3,690
0.400580082,0.160464402,0.340817871,0.116156821,6,3,700
0.400711103,0.160569388,0.340808212,0.116150237,6,3,710
0.40084145,0.160673868,0.340799499,0.116144298,6,3,720
0.400971012,0.160777752,0.340791681,0.116138969,6,3,730
0.401099679,0.160880952,0.340784711,0.11613422,6,3,740
0.401227344,0.160983382,0.340778548,0.116130018,6,3,750
0.401353907,0.161084959,0.340773147,0.116126338,6,3,760
0.40147927,0.161185605,0.340768472,0.116123152,6,3,770
0.401603344,0.161285246,0.340764485,0.116120434,6,3,780
0.401726043,0.161383814,0.340761151,0.116118162,6,3,790
0.40184729,0.161481245,0.340758436,0.116116312,6,3,800
0.401967015,0.161577481,0.340756311,0.116114863,6,3,810
0.402085153,0.16167247,0.340754744,0.116113796,6,3,820
0.402201648,0.161766166,0.340753707,0.116113089,6,3,830
0.402316452,0.161858527,0.340753174,0.116112726,6,3,840
0.402429521,0.161949519,0.340753118,0.116112688,6,3,850
0.402540821,0.162039113,0.340753515,0.116112958,6,3,860
0.402650324,0.162127284,0.34075434,0.11611352,6,3,870
0.402758008,0.162214013,0.340755571,0.116114359,6,3,880
0.402863857,0.162299287,0.340757186,0.11611546,6,3,890
0.402967861,0.162383097,0.340759164,0.116116808,6,3,900
0.403070015,0.162465437,0.340761486,0.11611839,6,3,910
0.403170321,0.162546308,0.34076413,0.116120192,6,3,920
0.403268785,0.162625713,0.34076708,0.116122203,6,3,930
0.403365416,0.162703659,0.340770316,0.116124408,6,3,940
0.403460228,0.162780155,0.340773822,0.116126798,6,3,950
0.403553238,0.162855216,0.340777581,0.11612936,6,3,960
0.403644469,0.162928857,0.340781576,0.116132083,6,3,970
0.403733943,0.163001097,0.340785794,0.116134957,6,3,980
0.403821688,0.163071955,0.340790218,0.116137973,6,3,990
0.403907731,0.163141455,0.340794835,0.116141119,6,3,1000
0.403992103,0.163209619,0.34079963,0.116144388,6,3,1010
0.404074837,0.163276474,0.340804592,0.11614777,6,3,1020
0.404155966,0.163342045,0.340809706,0.116151256,6,3,1030
0.404235525,0.16340636,0.340814962,0.116154838,6,3,1040
0.40431355,0.163469447,0.340820347,0.116158509,6,3,1050
0.404390077,0.163531334,0.34082585,0.11616226,6,3,1060
0.404465142,0.163592051,0.340831461,0.116166085,6,3,1070
0.404538783,0.163651627,0.340837169,0.116169976,6,3,1080
0.404611037,0.163710091,0.340842965,0.116173927,6,3,1090
0.40468194,0.163767473,0.340848839,0.116177931,6,3,1100
0.40475153,0.163823801,0.340854781,0.116181982,6,3,1110
0.404819843,0.163879105,0.340860784,0.116186074,6,3,1120
0.404886915,0.163933414,0.340866839,0.116190202,6,3,1130
0.404952782,0.163986756,0.340872938,0.11619436,6,3,1140
0.405017479,0.164039158,0.340879073,0.116198543,6,3,1150
0.405081039,0.164090648,0.340885238,0.116202745,6,3,1160
0.405143498,0.164141254,0.340891424,0.116206963,6,3,1170
0.405204886,0.164191,0.340897625,0.116211191,6,3,1180
0.405265237,0.164239912,0.340903836,0.116215425,6,3,1190
0.405324581,0.164288016,0.340910048,0.116219661,6,3,1200
0.405382949,0.164335335,0.340916258,0.116223895,6,3,1210
0.405440369,0.164381893,0.340922458,0.116228122,6,3,1220
0.405496871,0.164427713,0.340928644,0.11623234,6,3,1230
0.405552482,0.164472815,0.340934809,0.116236544,6,3,1240
0.405607227,0.164517223,0.34094095,0.116240731,6,3,1250
0.405661133,0.164560955,0.340947061,0.116244898,6,3,1260
0.405714225,0.164604032,0.340953137,0.116249041,6,3,1270
0.405766525,0.164646473,0.340959174,0.116253158,6,3,1280
0.405818058,0.164688296,0.340965167,0.116257245,6,3,1290
0.405868844,0.164729519,0.340971113,0.1162613,6,3,1300
0.405918905,0.164770158,0.340977007,0.116265319,6,3,1310
0.405968262,0.16481023,0.340982845,0.116269301,6,3,1320
0.406016933,0.16484975,0.340988624,0.116273242,6,3,1330
0.406064937,0.164888733,0.34099434,0.11627714,6,3,1340
0.406112292,0.164927194,0.340999989,0.116280992,6,3,1350
0.406159016,0.164965146,0.341005568,0.116284797,6,3,1360
0.406205124,0.165002602,0.341011073,0.116288552,6,3,1370
0.406250631,0.165039576,0.341016502,0.116292255,6,3,1380
0.406295554,0.165076078,0.341021852,0.116295903,6,3,1390
0.406339907,0.16511212,0.341027118,0.116299495,6,3,1400
0.406383702,0.165147713,0.341032299,0.116303029,6,3,1410
0.406426954,0.165182869,0.341037392,0.116306502,6,3,1420
0.406469674,0.165217596,0.341042393,0.116309914,6,3,1430
0.406511875,0.165251904,0.3410473,0.116313261,6,3,1440
0.406553567,0.165285803,0.34105211,0.116316542,6,3,1450
0.406594763,0.165319301,0.341056822,0.116319756,6,3,1460
0.406635472,0.165352407,0.341061431,0.1163229,6,3,1470
0.406675705,0.165385129,0.341065937,0.116325973,6,3,1480
0.406715471,0.165417474,0.341070335,0.116328974,6,3,1490
0.406754778,0.16544945,0.341074625,0.1163319,6,3,1500
0.406793637,0.165481063,0.341078804,0.116334751,6,3,1510
0.406832055,0.165512321,0.34108287,0.116337524,6,3,1520
0.40687004,0.16554323,0.34108682,0.116340219,6,3,1530
0.406907601,0.165573795,0.341090652,0.116342833,6,3,1540
0.406944744,0.165604024,0.341094364,0.116345365,6,3,1550
0.406981476,0.165633922,0.341097954,0.116347814,6,3,1560
0.407017805,0.165663493,0.34110142,0.116350179,6,3,1570
0.407053737,0.165692745,0.34110476,0.116352457,6,3,1580
0.407089278,0.16572168,0.341107972,0.116354649,6,3,1590
0.407124434,0.165750305,0.341111054,0.116356751,6,3,1600
