Training RMSE,Training MSE,Test RMSE,Test MSE,Number of Inputs Node,Number of Hidden Node,Number of Epochs
0.332180344,0.110343781,0.306684001,0.094055076,6,4,0
0.333441748,0.111183399,0.307874524,0.094786723,6,4,10
0.337346693,0.113802791,0.312927229,0.097923451,6,4,20
0.343609304,0.118067354,0.320782784,0.102901595,6,4,30
0.35177212,0.123743624,0.330478931,0.109216324,6,4,40
0.360000533,0.129600384,0.339947354,0.115564203,6,4,50
0.366496074,0.134319372,0.347546833,0.120788801,6,4,60
0.370809521,0.137499701,0.35291634,0.124549943,6,4,70
0.373428468,0.139448821,0.356532909,0.127115715,6,4,80
0.374977801,0.140608351,0.359039349,0.128909254,6,4,90
0.375896777,0.141298387,0.360914266,0.130259108,6,4,100
0.376444367,0.141710361,0.362441693,0.131363981,6,4,110
0.376768095,0.141954198,0.363769421,0.132328192,6,4,120
0.376953616,0.142094029,0.364963627,0.133198449,6,4,130
0.377052542,0.142168619,0.366045252,0.133989126,6,4,140
0.377097554,0.142202565,0.367012495,0.134698171,6,4,150
0.377110814,0.142212566,0.367854473,0.135316913,6,4,160
0.377108705,0.142210976,0.36855934,0.135835987,6,4,170
0.377104355,0.142207695,0.369118797,0.136248686,6,4,180
0.37710872,0.142210987,0.369530133,0.136552519,6,4,190
0.377130787,0.14222763,0.369796529,0.136749473,6,4,200
0.377177328,0.142262737,0.369926158,0.136845362,6,4,210
0.377252592,0.142319518,0.369930539,0.136848604,6,4,220
0.377358188,0.142399202,0.369822583,0.136768743,6,4,230
0.377493275,0.142501173,0.369614669,0.136615003,6,4,240
0.377655032,0.142623323,0.36931693,0.136394995,6,4,250
0.377839322,0.142762554,0.368935718,0.136113564,6,4,260
0.37804145,0.142915338,0.36847199,0.135771608,6,4,270
0.378256971,0.143078336,0.367919081,0.13536445,6,4,280
0.378482645,0.143249113,0.367258948,0.134879135,6,4,290
0.378717829,0.143427194,0.366455176,0.134289396,6,4,300
0.378967115,0.143616074,0.36543963,0.133546123,6,4,310
0.379246062,0.143827576,0.364088486,0.132560425,6,4,320
0.379592225,0.144090257,0.362194948,0.13118518,6,4,330
0.380070481,0.14445357,0.359530944,0.1292625,6,4,340
0.380721866,0.14494914,0.356188994,0.126870599,6,4,350
0.381470882,0.145520034,0.352654748,0.124365371,6,4,360
0.382117332,0.146013655,0.349288325,0.122002334,6,4,370
0.38243954,0.146260002,0.346411154,0.120000688,6,4,380
0.382383895,0.146217443,0.344166251,0.118450408,6,4,390
0.382061898,0.145971294,0.342480294,0.117292752,6,4,400
0.381609973,0.145626172,0.341231721,0.116439088,6,4,410
0.381120829,0.145253086,0.340316008,0.115814986,6,4,420
0.380641519,0.144887966,0.339650995,0.115362798,6,4,430
0.38019092,0.144545136,0.339175596,0.115040085,6,4,440
0.379775074,0.144229107,0.338847106,0.114817361,6,4,450
0.379395551,0.143940984,0.338635791,0.114674199,6,4,460
